Key,English,Simplified_Chinese
CLIENT_FAQ_INC_000029,Click 'F9' to take a rest and click 'F9' again to stand up. You can also press 'O' and choose the sit emote and drag it to the bar.,点击 [F9] 坐下休息，你也可以按下 [O] 选择“坐下”动作。
CLIENT_FAQ_INC_000030,How do you trade with other characters?,如何与其他玩家交易
CLIENT_FAQ_INC_000031,"Left click on a character while holding down Alt and choose the Trade menu. Using items as well as dropping items, along with NPC shops, are not available while trading.",按住 [Alt] 点击想要交易的任何人物，选择 [交易] 即可。
CLIENT_FAQ_INC_000032,Where can I get a quest?,如何接取任务？
CLIENT_FAQ_INC_000033,If you want to find out about taking on a quest you can do so by talking with the NPCs.,找NPC头像上有光标的。
CLIENT_FAQ_INC_000034,What is a duel?,什么是对战？
CLIENT_FAQ_INC_000035,"It means a duel between players, or PvP (Player Vs Player) by mutual consent. There is no penalty for dueling.",玩家与玩家之间的PK，决斗无金钱。
CLIENT_FAQ_INC_000036,How can I become famous?,如何获得声望？
CLIENT_FAQ_INC_000037,The more you win tournament the more famous you become. If you become a high level player people will recognize you no matter where you are.,决斗的数据影响声望值。
CLIENT_FAQ_INC_000038,Why are some player names red? Can I attack everyone?,为什么有的玩家名字是红色的？我可以肆意攻击所有玩家吗？
CLIENT_FAQ_INC_000039,"PK and Karma increase as you kill other players. Your character will be penalized as your PK and Karma increase. A PK character's name is displayed in red. Your PK rate can be redeemed by completing a Confession quest, and your Karma lowers as you kill monsters and / or get killed.",如果你随意杀人，你的罪恶值就会增加，罪恶值到达一定数量，就会红名。只有做忏悔任务才可以消除罪恶值。
CLIENT_FAQ_INC_000040,"If I encounter a bug, what can I do?",如果我遇到一个bug，该怎么做？
CLIENT_FAQ_INC_000041,When you encounter any bugs please inform us by posting the bug on our forums at $WEBSITE$,当你遇到了bug或任何问题，请登录我们的网站反馈$WEBSITE$
CLIENT_FAQ_INC_000042,What is a guild?,什么是公会？
CLIENT_FAQ_INC_000043,"A Guild is a community that is much larger than a Party. Many functions are available as your guild level increases such as a Guild Bank, a Guild Cloak, and 1 on 1 Guild Battle.",公会是一个人数比剧团大很多的团体，许多功能可以在公会等级提升后解锁，比如公会仓库，公会披风，和公会战。
CLIENT_FAQ_INC_000044,Where can we form a guild?,如何申请建立一个公会？
CLIENT_FAQ_INC_000045,"To make a Guild, your character's level should be 40 or higher. Once you are level 40 go talk to NPC Helena in Saint Morning and complete the guild quest she gives you.",当你等级达到最少四十级，就可以到晨光海伦娜那里接取创建公会的任务。
CLIENT_FAQ_INC_000046,How about a Party?,剧团是什么？
CLIENT_FAQ_INC_000047,You can form a party to casually join together with other players.,你可以随时和其他玩家发出邀请，组成一个剧团。
CLIENT_FAQ_INC_000048,How to invite other players?,如何邀请其他玩家？
CLIENT_FAQ_INC_000049,Click on another player and select Invite to join party.,点击一个玩家，选择邀请加入剧团。
