Key,English,Simplified_Chinese
QUEST_DESTINATION_0039,Kill Lord Bang and obtain necklace.,杀死魔导战甲王并获取项链。
QUEST_DESTINATION_0040,Hand it to Strange Collector,把它交给诡异的收藏家
QUEST_DESTINATION_0042,Look for an egg after killing Red Mantis C,杀死蟹足螳螂后，找到它产的卵
QUEST_DESTINATION_0043,Bring it to Dr. Estern,把它带给依斯滕博士
QUEST_DESTINATION_0044,Bring it to Dr. Estly,把它带给依斯特里博士
QUEST_DESTINATION_0045,Please give it to Mayor in Darkon,请将它交给达肯的市长
QUEST_DESTINATION_0056,Bring it to Chairman of History Society Gothante.,把它带给历史研究会长扎森特
QUEST_DESTINATION_0057,Bring it to Manager of Ancient Document Rovanett,把它带给档案管理员鲁巴迦丽
QUEST_DESTINATION_0058,Bring it to Great Magician Laola,带给 [大魔导士] 拉宇
QUEST_DESTINATION_0059,Bring it to Historian Martinyc,把它带给玛缇雅克
QUEST_DESTINATION_0060,Bring it to Mercenary Instructor Hyuit,带给 [战士助教] 辉羽
QUEST_DESTINATION_0061,Kill Small Mushpang,击杀小嘭嘭菇
QUEST_DESTINATION_0062,Bring it to Assist Instructor Kidmen,带给 [圣职者助教] 凯德蔓
QUEST_DESTINATION_0063,Bring it to Hachal in Flarine,把它带给帕里的哈查尔。
QUEST_DESTINATION_0064,Bring it to Hachal in Darkon,把它带给达肯的哈查尔。
QUEST_DESTINATION_0066,Receive mail from Rankashu who is standing in front of Dekane Mine,获得站在达肯矿洞前的小草儿的邮件
QUEST_DESTINATION_0067,Drian exists in the first room,德里安在第一个房间
QUEST_DESTINATION_0068,Kill keakoon in the third room and obtain key.,在第三个房间中杀死奇昆，并且取得钥匙
QUEST_DESTINATION_0069,Move to the third room and check a cell where Nevil is locked.,去到第三个房间，并且检查关住蓝彼的牢房
QUEST_DESTINATION_0070,Kill Elite Keakoon Guard Leaders in the third room.,在第三个房间中杀死精英奇昆警卫队长
QUEST_DESTINATION_0071,Talk with Nevin in prison,和监狱里的Nevin对话
QUEST_DESTINATION_0072,Break Roach egg in fifth room and obtain 15 Pink Roach Fluids,在第五个房间中破坏毒花乳虫的蛋，并且取得15个粉红毒花乳虫的汁液
QUEST_DESTINATION_0073,Break Roach egg in fourth room and obtain 15 Blue Roach Fluids,在第四个房间中破坏毒花乳虫的蛋，并且取得15个蓝毒花乳虫的毒液
QUEST_DESTINATION_0074,Break Roach egg in fifth room and obtain 1 Pink Roach Queen Fluid,Break Roach egg in fifth room and obtain 1 Pink Roach Queen Fluid
QUEST_DESTINATION_0075,Break Roach egg in fourth room and obtain 1 Blue Roach Queen Fluid,Break Roach egg in fourth room and obtain 1 Blue Roach Queen Fluid
QUEST_DESTINATION_0076,Obtain 30 Cillins nearby,Obtain 30 Cillins nearby
QUEST_DESTINATION_0077,Meet Kazen,与卡斩见面
QUEST_DESTINATION_0078,Move to where Kazen is and kill Green Trillipy. Then obtain 30 Ribenuums,去卡斩那杀死绿色毒蜥蜴，然后拿到30个沛拉磷
QUEST_DESTINATION_0079,You can find Nein in Dead Waldernis of Darkon 3 and do 'Finding Tridum'. Then collect 10 Ribenuums,你可以在达肯3的龙息荒野处找到罗殷，之后完成'寻找紫晶磷'任务。然后收集10个沛拉磷
QUEST_DESTINATION_0080,"Speak with Cell in Darkon 1 and do 'Trace of ID card'. After getting a key, you can obtain 20 Tridum.","在达肯1与飞儿交谈，做 ""矿洞通行证""。得到钥匙后，你可以获得20个紫晶磷。"
QUEST_DESTINATION_0081,Bring Ribenuum to Nein,将沛拉磷交给罗殷
QUEST_DESTINATION_0082,You can see Mutant Fefern and Mutant Nyangnyang Queen nearby.,你可以在附近看到毒菲菲龙和邪恶翎猫。
QUEST_DESTINATION_0083,Kill Vice Veduque living in the last room of Mars dungeon.,杀死住在魔域密殿最后一个房间的蛇妖女。
QUEST_DESTINATION_0084,It exists in Iblis and revelation can be found in the last room on left.,它位于幻魔依普利，可以在左边最后一个房间找到启示。
QUEST_DESTINATION_0085,Kill 8 Iblis Crashers in the Iblis Temple.,在幻魔依普利神殿击杀8个秘殿破坏者。
QUEST_DESTINATION_0086,Kill an Iblis Guardian in the Iblis Temple.,在幻魔依普利神殿击杀1个秘殿警戒者。
QUEST_DESTINATION_0087,Obtain the Pattern by Killing an Iblis Guardian.,通过杀死一个秘殿警戒者获得纹样。
QUEST_DESTINATION_0091,Please purchase a Long Sword from [Shield] Luda.,请在路达处 [盾牌商店] 购买一把长剑。
QUEST_DESTINATION_0093,"After speaking with Drian, obtain a pouch.",在与德里安交谈后，取得一个袋子
QUEST_DESTINATION_0094,A group of Organigor exists nearby.,附近有一群战栗毒蝎。
QUEST_DESTINATION_0095,A group of Gangard exists nearby.,附近有一大群冰色巨眼怪。
QUEST_DESTINATION_0096,A group of Hadeseor exists nearby.,附近有一大群暴戾矿工幽魂。
QUEST_DESTINATION_1000,Radion gave you this Fragment of Memories.,拉迪温给了你记忆碎片。
QUEST_DESTINATION_1001,Reodos gave you this Elemental Hero's Pendant.,里奥多斯给了你元素英雄的吊坠。
QUEST_DESTINATION_1002,Zoro gave you this letter.,佐罗给了你这封信。
QUEST_DESTINATION_1003,Bring this Letter to Zoro.,把这封信带给佐罗。
QUEST_DESTINATION_1004,You got this Promise Ring from the Garbagespiders.,你从蛛型处理机那拿到了希望戒指。
QUEST_DESTINATION_1005,Bring this Letter to Dior.,把这封信带给迪奥。
QUEST_DESTINATION_1006,Bring this Hero's Pendant to Reonan.,把英雄吊坠带给瑞尔南。
QUEST_DESTINATION_1007,You got this Hero's Pendant from the Bearnerkys.,你从独眼野熊那拿到了英雄项链。
QUEST_DESTINATION_1008,Bring this Agony Ore to Ainher.,把痛苦之石带给音赫。
QUEST_DESTINATION_1009,Symbols of Shade drop from Violet masquerpets with a level close to yours.,从紫圈怪物上掉落的谢莉德的象征。
QUEST_DESTINATION_1010,Collect Erons from Erons Catchers.,从帕里灵兽上收集绿磷石矿。
QUEST_DESTINATION_1011,Collect Krasec from Krasec Catchers.,从晨光灵兽上收集炽红石花。
QUEST_DESTINATION_1012,Collect Mineral from Mineral Catchers.,Collect Mineral from Mineral Catchers.
QUEST_DESTINATION_1013,Collect Guru from Guru Catchers.,Collect Guru from Guru Catchers.
QUEST_DESTINATION_1014,Give the Smelted Steels to Chenbing.,将精炼钢交给查宾。
QUEST_DESTINATION_1015,Give the Metallurgical Bull Ring to Colack.,将冶金公牛戒指交给华乐。
QUEST_DESTINATION_1016,Give the Supercharged Lightning Rod to Gothante.,将充能完毕的避雷针交给 [历史研究会长] 扎森特。
QUEST_DESTINATION_1017,Collect $QUEST_END_ITEM_NAME$ from final dungeon bosses.,从副本最终 boss 处收集 $QUEST_END_ITEM_NAME$。
QUEST_DESTINATION_1018,Give the Elixir of Cleansing to Hael.,将净化灵药交给海尔。
QUEST_DESTINATION_1019,Collect Ultima from giants and treasure chests.,从巨型怪物与宝箱中收集终极精粹。
QUEST_DESTINATION_1020,Kill %s Prismatic Cobras and Water Totem Pole,击杀 %s 只棱镜蛇和水之图腾
QUEST_DESTINATION_1021,Kill %s Twinstrike Cobras and Wind Totem Pole,击杀 %s 只双头眼镜蛇和风之图腾
QUEST_DESTINATION_1022,Kill %s Tanuki Enforcers and Earth Totem Pole,击杀 %s 只浣熊执行官和土之图腾
QUEST_DESTINATION_1023,Kill %s Wildwood Stalkers and Fire Totem Pole,击杀 %s 只丛林追猎者和火之图腾
QUEST_DESTINATION_1024,"Kill Kriton, the Shade's right hand living deep inside Herneos.",潜入赫涅奥斯深处，击杀谢莉德的右腕——克里顿。
QUEST_DESTINATION_1025,Kill 150 Dreadfins in the Herneos Dungeon.,在赫涅奥斯地牢击杀 150 只惧鳞。
QUEST_DESTINATION_1026,Kill 150 Dreadscales in the Herneos Dungeon.,在赫涅奥斯地牢击杀 150 只怖鳞。
QUEST_DESTINATION_1027,Kill 150 Luminfins in the Herneos Dungeon.,在赫涅奥斯地牢击杀 150 只辉鳞。
QUEST_DESTINATION_1028,Obtained by talking to Dr. Estly.,通过与Dr. 依斯特里对话获取。
QUEST_DESTINATION_1029,Obtained by killing Dreadfins in the Herneos Dungeon.,通过在赫涅奥斯地牢击杀惧鳞获得。
QUEST_DESTINATION_1030,Obtained by killing Dreadscales in the Herneos Dungeon.,通过在赫涅奥斯地牢击杀怖鳞获得。
QUEST_DESTINATION_1031,Obtained by killing Luminfins in the Herneos Dungeon.,通过在赫涅奥斯地牢击杀辉鳞获得。
QUEST_DESTINATION_1032,"Kill [Depths Guardian] Bunyip, the Shade's General living deep inside Herneos.",击杀潜藏在赫涅奥斯地牢深处的暗影军团将领 ——[深渊守护者] 邦伊普。
QUEST_DESTINATION_1033,"Kill [Depths Queen] Nereid, the Shade's General living deep inside Herneos.",击杀潜藏在赫涅奥斯地牢深处的暗影军团将领 ——[深渊女王] 涅瑞伊德。
QUEST_DESTINATION_1034,The lost treasure of Herneos should be easy to find inside Herneos.,赫涅奥斯的失落宝藏，在地牢内应该很容易找到。
QUEST_DESTINATION_1035,You should be able to find one by exploring the Herneos dungeon.,在赫涅奥斯地牢中探索，即可找到此物。
QUEST_DESTINATION_1036,Bring it to Gergantes.,把他交给 [小说家] 格甘特斯。
QUEST_DESTINATION_1037,Kill %s more [Twisted Soul] Orcus to spawn an hidden chest,再击杀 %s 只 [畸变灵魂] 奥库斯，即可召唤出隐藏宝箱。
QUEST_DESTINATION_1038,Kill %s more [Tormented Soul] Nergal to spawn the Mysterious Adventurer,再击杀 %s 只 [煎熬灵魂] 内尔伽勒，即可召唤出神秘冒险者。
QUEST_DESTINATION_1039,Kill %s more [Demonic Soul] Hel to spawn an hidden chests,再击杀 %s 只 [魔化灵魂] 赫尔，即可召唤出隐藏宝箱。
QUEST_DESTINATION_1040,Kill %s more [Perverted Soul] Morrigan to spawn the Mysterious Adventurer,再击杀 %s 只 [扭曲灵魂] 莫莉甘，即可召唤出神秘冒险者。
QUEST_DESTINATION_1041,Kill %s more [Anguished Soul] Mara to spawn an hidden chest,再击杀 %s 只 [痛苦灵魂] 玛拉，即可召唤出隐藏宝箱。
QUEST_DESTINATION_1042,Kill %s more [Violent Soul] Ghed to spawn an hidden chest,再击杀 %s 只 [狂暴灵魂] 盖德，即可召唤出隐藏宝箱。
QUEST_DESTINATION_1043,Defeat %s Dungeon Final Boss,击败 %s 副本最终首领
QUEST_DESTINATION_1044,You received Master's letter of introduction from the previous quest.,你在上一任务中获得了大师介绍信。
QUEST_DESTINATION_1045,You received Fragment of a Fallen Ship from the Mayor of Flarine.,你从帕里镇长处获得了沉船碎片。
QUEST_DESTINATION_1046,You received Translated Lycan Operation Plan from [Captain] Baron.,你从 [队长] 巴伦处获得了译制的狼人作战计划。
QUEST_DESTINATION_1047,You received All about Muran! from [Elder] Melak.,你从 [长老] 梅拉克处获得了任务物品：《关于穆兰的一切》。
QUEST_DESTINATION_1048,You collected Lycan Orders during the previous quest.,你在上一任务中已获得狼人指令书。
QUEST_DESTINATION_1049,You collected Torn Scroll during the previous quest.,你在上一任务中已获得残破的卷轴。
