Key,English,Simplified_Chinese
CLIENT_HELP_INC_000088,You can open this Menu by pressing O. You can left click the icon to use it instantly or drag it the shortcut window and use it later.,您可以通过单击热键“O”来激活此菜单。您可以左键单击该图标以立即使用它或将其拖动到快捷栏并稍后使用。
CLIENT_HELP_INC_000089,,
CLIENT_HELP_INC_000090,Party Menu,剧团菜单
CLIENT_HELP_INC_000091,"This window manages your party. There are basic parties and advanced parties. Basic parties are groups that you share exp and items with, while an advanced party uses various party skills. When a basic party reaches level 10 you can change it to an advanced party and use party skills.",这个窗口管理您的剧团。有单幕剧团和巡回剧团。单幕剧团是您与团员之间共享经验和物品的团体，而巡回剧团则可以使用各种剧团技能。当单幕剧团达到10级时，您可以将其更改为巡回剧团并使用队伍技能。
CLIENT_HELP_INC_000092,Guild Menu,公会菜单
CLIENT_HELP_INC_000093,"A Guild is a bigger community than a party and anyone level 40 or higher can create one. You have to complete the quest from NPC Helena to make a guild. The Info tab shows general information and notices, the member tab allows you to manage guild members, the title tab shows titles and allows you to pay members, and the duel tab shows info on your guild duels.",公会是一个比剧团更大的团体，任何 40 级或更高级别的人都可以创建一个公会。您必须完成NPC 海伦娜的任务才能建立公会。信息选项卡显示一般信息和通知，成员选项卡允许您管理公会成员，标题选项卡显示头衔并允许您支付会员费用，决斗选项卡显示有关公会决斗的信息。
CLIENT_HELP_INC_000094,Options Tab,设定选项卡
CLIENT_HELP_INC_000095,This window configures the basic details and options for the Game and can be found in the Start Tab. There are many settings here and they have been separated into two Tabs: Video and Game / Audio.,此窗口配置游戏的基本详细信息和选项，可以在“开始”选项卡中找到。这里有很多设置，它们被分成两个选项卡：影像音效/游戏。
CLIENT_HELP_INC_000096,Video,影像音效
CLIENT_HELP_INC_000097,This window is for video settings. If you set the options to their highest settings you may encounter some additional lag. You will also see other settings for various visual elements.,此窗口用于影像设置。如果您将选项设置为最高等级，则可能会遇到一些额外的延迟。您还将看到各种视觉元素的其他设置。
CLIENT_HELP_INC_000098,Game / Audio,游戏
CLIENT_HELP_INC_000099,"From this tab you can allow or block Trades, Whispers, Friend Requests, Duel Requests, Party Requests, along with numerous other options. You can also control the audio levels and Battle Music.",在此选项卡中，您可以允许或阻止交易、密语、好友请求、对战请求、剧团请求以及许多其他选项。您还可以控制音乐和音效。
CLIENT_HELP_INC_000100,Helper Tab,助手选项卡
CLIENT_HELP_INC_000101,Selecting the Help Tab from the Start Menu will open various help texts. You can find all forms of helpful things in this area.,从开始菜单中选择助手选项卡将打开各种帮助文本。您可以在该窗口找到许多有用的信息。
CLIENT_HELP_INC_000102,Help,帮助
CLIENT_HELP_INC_000103,This selection includes the Helper Tree you are currently looking at. There are numerous topics here that are described in detail to help give you a better understanding of the game.,此选项为帮助树。这里有许多详细描述的主题，以帮助您更好地了解游戏。
CLIENT_HELP_INC_000104,Tips,提示
CLIENT_HELP_INC_000105,This selection contains tips that help with game play and other things that are easily overlooked.,此选项包含那些有助于玩游戏的提示和其他容易被忽视的内容。
CLIENT_HELP_INC_000106,FAQ,常见问题
CLIENT_HELP_INC_000107,This is the FAQ window. When you have questions you should start here as there are numerous answers to various questions.,这是常见问题解答窗口。当你碰到问题时，你应该先从这里开始，各种问题都有各种答案。
CLIENT_HELP_INC_000108,Information Tab,信息
CLIENT_HELP_INC_000109,This tab will give you access to the In-Game notice. Various information and major news will be listed here from time to time. This notice is also displayed by default when the game launches.,This tab will give you access to the In-Game notice. Various information and major news will be listed here from time to time. This notice is also displayed by default when the game launches.
CLIENT_HELP_INC_000110,Revive Menu,复活菜单
CLIENT_HELP_INC_000111,"This window opens when your HP reaches 0. There are three options, 'Lodestar' which allows you to revive from the nearest town. If you have a 'Scroll of Resurrection' you can revive from the spot with the 'Original Place' option. You can also visit the Cash item shop through this menu.",当您的 HP 达到 0 时，此窗口就会打开。有三个选项，“城镇之星”可以让你在最近的城镇复活；“光明之塔”可以让您从最近的复活塔复活；如果您有“复活卷轴”，则可以使用“原地复活”选项。您还可以通过此选项访问现金商品商店。
CLIENT_HELP_INC_000112,Trade Menu,交易菜单
CLIENT_HELP_INC_000113,"If you either initiate a Trade or Accept another players Trade Request, you will be presented with this menu. From here you can trade Penya and other various items. The trade will have to be confirmed before it is completed.",无论你是收到交易还是向对方发送交易请求，都会显示此交易窗口。在这你可以交易金币和其他物品。每次交易完成前都需要双方确认。
CLIENT_HELP_INC_000114,Bank Menu,银行菜单
CLIENT_HELP_INC_000115,This Menu will allow you to store various items and Penya without taking up space in your inventory. You can access your bank from the [Public Office] NPC in each major city.,此菜单将允许您在不占用道具栏空间的情况下存储各种物品和 金币。您可以从每个主要城市的 [城镇服务处] NPC 访问您的仓库。
CLIENT_HELP_INC_000116,Task Bar,任务栏
CLIENT_HELP_INC_000117,"This section refers to the bar that runs along the bottom of your screen. It houses your Start Menu, System Slots, and Quick Action Slots.",此选项卡指的是屏幕底部运行的一栏。它包含您的开始菜单、快捷栏以及连续技能栏。
CLIENT_HELP_INC_000118,Start Menu,开始菜单
CLIENT_HELP_INC_000119,This Menu allows the user to access all of the game options and various game play functions. Many of the Hot Keyed Menus can be accessed through the Start Menu.,此菜单允许用户访问所有游戏选项和各种游戏功能。许多热键菜单可以通过开始菜单访问。
CLIENT_HELP_INC_000120,System Slots,快捷栏
CLIENT_HELP_INC_000121,"This refers to the slots to the right of the Start Menu. These slots are used so that users can quickly access skills, save text strings, or other various tasks they want to repeat.",这是指开始菜单右侧的插槽。这些插槽可以让用户快速访问技能、保存文本或者其他想要的各种重复的任务。
CLIENT_HELP_INC_000122,Hot Keys,热键
CLIENT_HELP_INC_000123,This refers to the nine slots in the middle of the bottom bar labeled F1-F9. These slots are linked to the corresponding Function keys and can be triggered accordingly. Reserve these for your most important funtions!,这是指底部栏中间标有 F1-F9 的九个插槽。这些插槽链接到相应的功能键，可以相应地触发。您最重要的功能应该保留在这里！
CLIENT_HELP_INC_000124,Action Slot,连续技能栏
CLIENT_HELP_INC_000125,The Action Slot is located in the lower right corner of the screen.,连续技能栏位于屏幕右下角。
CLIENT_HELP_INC_000126,What is the Action Slot,什么是连续技能栏
CLIENT_HELP_INC_000127,The Action Slot allows you to trigger a pre-determined set of skills. You can place skills in the Action Slot from the Skills Menu.,连续技能栏允许您一次性触发一组预先安排好的技能。您可以将技能预先放置在栏中。
CLIENT_HELP_INC_000128,Using the Action Slot,使用连续技能栏
CLIENT_HELP_INC_000129,"To actually use the Action Slot you will need to select a target and press ""C"". This can be done repeatedly.",你需要先选择施放目标，然后按“C”键即可使用连续技能栏，可以重复进行。
CLIENT_HELP_INC_000130,Order of the Action Slot,连续技能栏的施放顺序
CLIENT_HELP_INC_000131,Skills can be used in a succession as long as you follow the order of the different types of skills. The order is; Step > Circle > Finish. You can only use the action icons if the skills are in order.,放到技能栏中的技能，其顺序有一定要求，一般来说按照升级技能树中的顺序就好，当然，你也可以自行尝试不同技能的组合。
CLIENT_HELP_INC_000132,Action Slot Cooldown,连续技能栏的冷却
CLIENT_HELP_INC_000133,There is a Cooldown for the Action Slot. As you cast you will notice a shadow the will begin covering the Action Slot. You will not be able to uses Skills that are covered in shadow. Simply wait and the shadow will vanish.,连续技能栏有一定的冷却时间，阴影覆盖的技能就无法使用。
CLIENT_HELP_INC_000134,Community,社区
CLIENT_HELP_INC_000135,In order to make Flyff more social and entertaining we encourage users to band together. There is both an intricate Party System and a Guild System.,为了让 Flyff 更具社交性和娱乐性，我们鼓励用户多多互动。有较为复杂的剧团系统和公会系统。
CLIENT_HELP_INC_000136,Basic Party System,单幕剧团系统
CLIENT_HELP_INC_000137,"Parties are used to help benefit users who band together for a short time. There are numerous benefits to joining a Party as opposed to playing alone. The Party Menu can be accessed by pressing ""P"".",剧团可以使其中每一个团员都受益。与单打独斗相比，加入剧团有很多好处。按“P”可以访问剧团窗口。
CLIENT_HELP_INC_000138,Party Requirements,创建剧团的要求
CLIENT_HELP_INC_000139,"To make a party, at least 2 people are needed. There are no job or level requirements to create normal party.",至少需要两个人才能创建剧团。
CLIENT_HELP_INC_000140,Inviting members to a Party,邀请他人加入剧团
CLIENT_HELP_INC_000141,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".",要邀请玩家，请按住 ALT 键并左键单击该玩家，或者只需右键单击该用户，获得选项菜单后，只需选择“邀请加入剧团”即可。
CLIENT_HELP_INC_000142,Joining a Party,加入剧团
CLIENT_HELP_INC_000143,Select ACCEPT when you are invited to join a party.,当你被邀请加入剧团时，点击确认。
CLIENT_HELP_INC_000144,Leave a Party,离开剧团
CLIENT_HELP_INC_000145,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.",要离开剧团，请打开剧团窗口并单击离开按钮。如果最后一个人也离开了剧团，那么剧团将自动解散。
CLIENT_HELP_INC_000146,Removing a Party member,将团员踢出剧团
CLIENT_HELP_INC_000147,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.",只有团长才能踢人。为此，您需要访问剧团窗口，选择目标成员，然后最后按下离开按钮。
CLIENT_HELP_INC_000148,Changing Party Leader,团长变更
CLIENT_HELP_INC_000149,"To transfer leadership in a Basic Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.",要在剧团中转让团长，团长必须选择一名团员并点击转移按钮。如果团长自行离队，则默认顺位交接。
CLIENT_HELP_INC_000150,Become an Advanced Party,成为巡回剧团
CLIENT_HELP_INC_000151,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,当单幕剧团等级达到10级后，可以选择将团转为巡回剧团。你可以在剧团窗口选择并转换。巡回剧团需要命名，而且可以使用团技能。
CLIENT_HELP_INC_000152,Advanced Party System,巡回剧团系统
CLIENT_HELP_INC_000153,Advanced Parties evolve from Basic Parties. They are very beneficial for groups attempting to conquer the most difficult tasks!,巡回剧团由单幕剧团升级而来。里面可以使用很多有用的团技能哦。
CLIENT_HELP_INC_000154,Become an Advanced Party,成为巡回剧团
