Key,English,French
CLIENT_HELP_INC_000020,"To fly, simply equip a flying board or broom and then press the Space bar. You will automatically accelerate until your reach your maximum speed. To stop, press the Space bar again.","Pour voler, il vous suffit d'équiper votre engin de vol et d'appuyer sur la Barre d'espace. Vous commencerez alors à accélérer jusqu'à votre vitesse maximale. Pour vous arrêter, appuyez à nouveau sur la Barre d'espace."
CLIENT_HELP_INC_000021,"You can steer while flying with your mouse or with the W,A,S,D keys.","Vous pouvez contrôler votre vol à l'aide la souris ou des touches Z, Q, S et D du clavier."
CLIENT_HELP_INC_000022,You can buy fuel to increase the speed of your broom or board. Double-click the fuel and press the X key to activate or de-activate the fuel.,"Vous pouvez acheter du carburant vous permettant d'augmenter votre vitesse de vol. Double-cliquez sur le carburant, puis appuyez sur X pour l'activer ou le désactiver."
CLIENT_HELP_INC_000023,,
CLIENT_HELP_INC_000024,,
CLIENT_HELP_INC_000025,,
CLIENT_HELP_INC_000026,,
CLIENT_HELP_INC_000027,,
CLIENT_HELP_INC_000028,Combat,Combattre
CLIENT_HELP_INC_000029,"You will encounter hundreds of hostile masquerpets in the land of Madrigal. Depending on what type of character you build, you will have multiple options on how to attack these villainous monsters. These methods will be explained in more detail here.","Vous rencontrerez des centaines de monstres hostiles dans le monde de Madrigal. Selon votre type de personnage, vous aurez diverses options pour venir à bout de ces hordes de monstres. Ces options sont détaillées dans cette section."
CLIENT_HELP_INC_000030,"Along with these masquerpets, you can engage in intense PVP Combat if you have chosen to play on Demian. To attack players on Demian, you must hold down the Ctrl Key and then initiate your attack.","En plus des monstres, vous pouvez également attaquer d'autres joueurs si vous avez choisi de jouer sur un serveur PK. Pour attaquer un joueur, vous devez maintenir la touche Contrôle enfoncée avant d'attaquer. Attention ! Attaquer des joueurs innocents n'est pas sans conséquence. Vous pourrez subir des restrictions (impossible de voler, d'entrer dans une boutique…) et risquez de perdre plusieurs objets si vous mourrez, selon votre Karma."
CLIENT_HELP_INC_000031,,
CLIENT_HELP_INC_000032,Melee Attack,Attaques au corps-à-corps
CLIENT_HELP_INC_000033,"Melee attacks are done with all variations of close combat weapons, this includes swords, axes, staffs, and even knuckle weapons. To engage a enemy in a Melee attack simply equip your weapon, target your enemy, and then click on them.","Les attaques au corps-à-corps utilisent des épées, haches, bâtons ou même poings. Pour effectuer une attaque au corps-à-corps, équipez votre arme, ciblez votre ennemi, et cliquez à nouveau dessus."
CLIENT_HELP_INC_000034,Ranged Attack,Attaque à distance
CLIENT_HELP_INC_000035,"Ranged attacks are done with Yo-yos, and bows. To engage an enemy with a ranged attack, equip the appropriate weapon, target the enemy, and then Right Click on the target. Note that Bow require arrows to be used.","Les attaques à distance nécessitent un arc ou un yo-yo Pour effectuer une attaque à distance, équipez votre arme, ciblez votre ennemi, et cliquez à nouveau dessus. Attention, vous aurez besoin de flèches pour attaquer à l'arc."
CLIENT_HELP_INC_000036,Magic Attack,Attaques chargées
CLIENT_HELP_INC_000037,Wands have the unique ability to shoot a charged magic attack. Do this by holding down the Right Mouse button after you have selected your target. Release the button to launch your attack.,"Les baguettes et arcs vous permettent d'effectuer une attaque chargée. Pour cela, maintenez le Clic Gauche enfoncé après avoir ciblé votre ennemi. Relâchez-le afin d'attaquer."
CLIENT_HELP_INC_000038,Equipping items,Equiper votre personnage
CLIENT_HELP_INC_000039,"To equip an item, open your inventory then double-click the item you want to equip. It will then automatically replace the item you currently have equipped in that slot. Double-click on equipped item to unequip it.","Pour équiper un objet, ouvrez votre inventaire (touche I) et double-cliquez sur l'objet désiré. Il remplacera tout autre objet équipé dans le même emplacement. Pour déséquiper un objet, double-cliquez à nouveau dessus."
CLIENT_HELP_INC_000040,Using Items,Utiliser un objet
CLIENT_HELP_INC_000041,You can use an item by double-clicking it. You can also place items in your Extra Bags by simply opening them and then dragging it over. The item drops to the ground if you place the item outside your inventory.,"Utilisez un objet avec un double clic. Cliquez et gardez le bouton gauche de la souris enfoncé pour le déplacer. Si vous le relâchez en dehors de votre inventaire, il sera déposé au sol."
CLIENT_HELP_INC_000042,You can place an item in the quick task bar located at the bottom of your screen. It is possible to use it instantly with the corresponding Hot Key or by clicking with your Mouse. Right click an item to remove the item from the quick slot.,Vous pouvez placer un objet dans la barre de raccourcis située en bas de l'écran. Il sera possible de l'utiliser avec un simple clic dans cette barre ou en appuyant sur la touche de raccourci associée.
CLIENT_HELP_INC_000043,,
CLIENT_HELP_INC_000044,Chatting,Discuter
CLIENT_HELP_INC_000045,"Pressing enter will toggle the Chat Menu display on if you have closed it for any reason. Once the Chat Menu is open simply press Enter one time to toggle the chat function. Once you have typed your message simply press Enter again to send your message out. You will also see buttons for Whisper, Shout, Party, and Guild. These buttons will filter your message directly to those respective groups. There are also options for filtering your incoming chats, and viewing System Messages.","Appuyez sur la touche Entrée pour afficher la fenêtre de discussion et positionner le curseur dedans. Rappuyer sur la touche Entrée permettra alors d'envoyer le texte tapé. Les boutons Chuchoter, Crier, Groupe et Guilde permettent d'envoyer votre message à certains groupes de joueurs uniquement. Vous pouvez également filtrer les messages reçus et voir les messages systèmes."
CLIENT_HELP_INC_000046,NPC Trading,Commercer avec les PNJ
CLIENT_HELP_INC_000047,"To trade with an NPC, left click the NPC and choose Trade.",Vous pouvez commercer en cliquant sur les PNJ puis en choisissant l'option Échanger.
CLIENT_HELP_INC_000048,You can purchase an item you want by dragging it into your inventory. The price of the item will show and if you accept the price a confirmation window will pop-up. Accept the confirmation window to finish the transaction.,"Pour acheter un objet de la boutique, déplacez-le dans votre inventaire. La fenêtre d'achat ou de vente vous permettra de sélectionner le nombre d'objets, afficher le prix total et confirmer l'échange."
CLIENT_HELP_INC_000049,"If you are trying to sell items, just drag the item you want to sell from your inventory, into the NPC trade window.","Pour vendre un objet en votre possession, déplacez-le de votre inventaire vers la boutique du PNJ. "
CLIENT_HELP_INC_000050,Player Trading,Commercer avec les joueurs
CLIENT_HELP_INC_000051,"If you would like to trade with another player, you can hold down the ALT key and Left Click on the player, or simply Right Click on the player . A menu will appear, select trade, and wait for the other player to approve the trade.","Vous pouvez également commercer avec les autres joueurs, en maintenant la touche Alt enfoncée tout en cliquant sur le personnage ou à l'aide du clic-droit. Choisissez alors l'option Échanger puis déplacez les objets ou les Penyas de votre inventaire dans la fenêtre d'échange. "
CLIENT_HELP_INC_000052,"Once the trade window opens you can drag items or Penya into the window. Make very sure that everything is just how you want it before clicking OK and ACCEPT. Never let anyone BORROW any items as they may not return what you lend them. Make sure you are getting the right items and right amount of Penya before you go through with a trade. All trades are done at your own risk so please be very careful. If you lose something, get the wrong item, or the wrong Penya amount there is nothing that can be done to get the item back. So be careful. If at any time you feel uncomfortable with a trade click the CANCEL button to end the trade.","Une fois la fenêtre échange ouverte, vous pouvez faire glisser des objets ou des Penya dans la fenêtre. Assurez-vous que tout est exactement comme vous le souhaitez avant de cliquer sur OK et d'ACCEPTER. Ne laissez jamais quelqu'un EMPRUNTER des objets car il pourrait ne pas vous rendre ce que vous lui prêtez. Assurez-vous que vous recevez les bons objets et la bonne quantité de Penya avant de faire un échange. Tous les échanges se font à vos propres risques, alors soyez très prudent. Si vous perdez quelque chose, que vous vous trompez d'objet ou de montant de Penya, vous ne pourrez rien faire pour récupérer l'objet. Soyez donc prudent. Si, à tout moment, vous vous sentez mal à l'aise avec un échange, cliquez sur le bouton ANNULER pour mettre fin à l'échange."
CLIENT_HELP_INC_000053,Once you put items in a trade window and select OK and ACCEPT the trade will go through and the items you traded for will be in your inventory. If your inventory box is full the trade will be canceled.,"Les deux joueurs doivent alors confirmer l'échange pour terminer la transaction. Si votre inventaire est plein, la transaction entière sera annulée."
CLIENT_HELP_INC_000054,Quests,Quêtes
CLIENT_HELP_INC_000055,"NPC's with a Yellow ""!"" above their heads have a Quest you can complete. Select the NPC and then select New Quest. This will show you all of the available quests and the level required to accept the quest.","Discuter avec les différents PNJ que vous rencontrerez pour obtenir de nouvelles quêtes. Ceux ayant une mission à vous confier vous le signaleront généralement par un point d'exclamation flottant au-dessus de leur personnage. De la même façon, vous pourrez retrouver les PNJ vous ayant confié une mission en cherchant ceux portant un point d'interrogation."
CLIENT_HELP_INC_000056,Complete as many quests as you can as they will give you many rewards along with valuable Exp bonuses!,Complétez autant de quêtes que possible car elles vous donneront de nombreuses récompenses ainsi que de précieux bonus d'EXP !
CLIENT_HELP_INC_000057,Interface,Interface
CLIENT_HELP_INC_000058,This Section will detail the various Menus you will be seeing and using while you play.,Différentes fenêtres composent l'interface utilisateur de Flyff.
CLIENT_HELP_INC_000059,Status Menu,Statut
CLIENT_HELP_INC_000060,"Press T to toggle this window. This window shows your character's overall status, including HP (Hit Points), MP (Magic Points), FP (Focus Points), and EXP.","Vous pouvez afficher ou masquer cette fenêtre à l'aide de la touche T. Elle contient des informations sur le statut général de votre personnage, comme votre nombre de Points de Vie (PV), Points de Magie (PM), Points de Force (PF), Expérience (EXP) et Bulle de Temps (BT)."
CLIENT_HELP_INC_000061,"Your total HP increases as you increase STA. The more HP you have, the longer you can survive. MP is required for Magician and Assist skills, and your total MP increases as you increase INT. FP is required for Mercenary and Acrobat skills, and your total FP increases as you increase STA.","Les PV représentent votre capacité à encaisser les coups et à survivre. Vos PV maximum augmentent avec l'END. Les PM sont utilisés par les pouvoirs de magicien ou d'acolytes. Plus votre INT est élevée, plus vous aurez de PM. Les PF sont utilisés par les attaques de mêlée des mercenaires et sont affectés par l'END."
CLIENT_HELP_INC_000062,EXP shows how much experience you need to level up. You gain EXP by defeating monsters and completing quests.,L'EXP est le montant d'expérience requis pour accéder au niveau supérieur. Vous gagnez de l'expérience en vainquant des monstres ainsi qu'en accomplissant des quêtes. La Bulle de Temps est un bonus qui vous octroie des points d'EXP supplémentaires et qui se remplit à l'aide de la Maison de Guilde (voir cette section pour plus de détails).
CLIENT_HELP_INC_000063,Character Menu,Personnage
CLIENT_HELP_INC_000064,"This Menu can be toggled with the H Key. It displays important information about the character. The Base Section displays basic information such as character name, job, level, etc... The Detail Section displays the character status according to the currently used equipment and level, and PVP/PK tracks your PVP information.","Ce menu s'ouvre avec la touche H et résume les informations de votre personnage. La section principale contient des généralités comme votre nom, votre classe, votre niveau. La section Détails affiche votre statut affecté par votre niveau, équipement et caractéristiques. La section JcJ/PK contient votre status JcJ."
CLIENT_HELP_INC_000065,"When you gain levels you will be awarded Stat Points. These can be spent on this Menu. Stat Points are gained as you level up, and you can increase your base abilities.","Quand vous gagnez un niveau d'expérience, vous recevez des points de statistiques. Ces points permettent d'augmenter vos caractéristiques."
CLIENT_HELP_INC_000066,"ATK represents your Attack Power, this is how much damage you can deliver to the enemy. DEF represents your Defense, this is how much damage you can absorb from an enemy's attack. Critical means how much chance you have to make a critical attack, and A. Speed shows how fast your character will attack.",L'attaque (ATQ) reflète votre capacité à infliger des dommages et dépend beaucoup de votre arme. La Défense (DEF) est votre capacité à absorber les dégâts reçus. Critique indique la chance d'effectuer une attaque Critique et la vitesse d'attaque est votre capacité à enchainer des coups rapidement.
CLIENT_HELP_INC_000067,"STR affects the attack power of all melee weapons. STA affects defense, max HP, max FP, and HP/FP restoration. DEX affects attack speed, dodge, blocking, critical chance and bow attack power. INT affects maximum MP, MP restoration, magical spell damage and magic defense.","La FOR augmente la puissance d'attaque des armes au corps-à-corps. L'END définit votre défense, vos PV et PF maximum et leur vitesse de régénération. La DEX modifie la vitesse d'attaque, l'esquive, la parade, et vos chances d'effectuer des coups critiques ainsi que la puissance d'attaque pour les arcs. INT détermine vos PM maximum et leur régénération, ainsi que la puissance d'attaque et la défense magique."
CLIENT_HELP_INC_000068,The Fame/Master Tab will display of all the Titles you have earned. Select one of these Titles to show the world what you can accomplish!,L'onglet Titres affichera tous les titres que vous avez gagnés. Sélectionnez l'un de ces titres pour montrer au monde ce que vous pouvez accomplir !
CLIENT_HELP_INC_000069,Chat Menu,Fenêtre de discussion
CLIENT_HELP_INC_000070,"Press Enter to activate this Menu and then you can type in it. Chat, Whisper, Shout, Party and Guild Chats are possible. You can click the System button to view any system messages that have been displayed.","Vous pouvez discuter au moyen de cette fenêtre située en bas à gauche de votre écran. Pressez Entrée pour l'activer et écrivez votre message. Il est possible de parler, de chuchoter, de crier, de parler en guilde ou en groupe. Le bouton Système permet de consulter les message système."
CLIENT_HELP_INC_000071,"If you want to copy a message and paste it with the Shortcut key then type the message into the chat window, don’t press enter, then drag the balloon mark located on the left side of the chat window to your quick slot.","Quand vous écrivez un message, avant de l'envoyer, vous pouvez appuyer sur l'icône de bulle à côté de la zone de saisie et la faire glisser vers un emplacement de raccourci. Vous pourrez alors répéter cette phrase avec un simple clic ou appui de touche correspondante."
CLIENT_HELP_INC_000072,Navigator,Navigateur
CLIENT_HELP_INC_000073,Press the N Button to toggle this Menu. The Navigator is the mini-map located at the upper-right of your screen.,"Le navigateur (touche N) vous permet de vous orienter facilement. La flèche au centre indique la position de votre personnage, et vous pouvez également visualiser la position des PNJ, joueurs, ou monstres à proximité."
CLIENT_HELP_INC_000074,"NPC's will appear as purple dots, while other players will appear as white dots. NPC Shops will be displayed with an icon that indicates what shop they are. If you are turning in a quest look for a yellow and black dot. Yellow and orange dots indicate enemy mobs. If you use your mouse to roll over a dot, it will tell you the name of that specific target.","Les points violets représentent des PNJs, et les points blancs les autres joueurs. Les boutiques de PNJs sont représentées par des icônes indiquant le type de boutique. Les points jaunes et noirs indiquent des PNJs ayant des quêtes à vous confier ou à valider. Les points jaunes et oranges indiquent des monstres. Vous pouvez placer votre souris sur un point et son nom s'affichera."
CLIENT_HELP_INC_000075,There are a few buttons on the Mini-Map to help you as well. You can zoom the mini-map in and out using the + and - icons. The drop down will allow you to filter what appears on your Mini-Map.,"Le navigateur contient quelques boutons. Il est possible de zoomer/dézoomer en cliquant sur les icônes + et -, et le menu déroulant vous permet également de choisir ce qui est affiché sur le navigateur."
CLIENT_HELP_INC_000076,Skill Menu,Compétences
CLIENT_HELP_INC_000077,Toggle this Menu with the K Button. This window displays the skills and skill tree of your character. You can upgrade skills if you have the necessary requirements.,"Cette fenêtre (touche K) affiche l'arbre des compétences de votre personnage, et vous permet d'augmenter le niveau de vos différentes compétences."
CLIENT_HELP_INC_000078,"To use skills, drag the skill to the quick slots in the bottom center of the screen and use F1 - F9. Otherwise, drag the skill in the skill window to the Action Slot on the bottom right of the screen and press C.","Vous pouvez utiliser vos compétences en les glissant dans la barre de raccourcis en bas de l'interface et en appuyant sur les touches F1 à F9, ou dans la Barre de Combos qui vous permet de réaliser des enchaînements en utilisant la touche C."
CLIENT_HELP_INC_000079,"Skill points are necessary to level up your skill. Skill points are earned as you level up. Click the skill you want to increase and adjust the skill level with +,- button and click Finish.","Pour augmenter le niveau de vos compétences, il vous faut avoir des points de compétence. Vous en obtenez en gagnant des niveaux. Sélectionnez une compétence et utilisez les boutons +/- pour attribuer vos points."
CLIENT_HELP_INC_000080,Inventory,Inventaire
CLIENT_HELP_INC_000081,"Your inventory shows you everything you currently have equipped and everything you are carrying. You can store weapons, armor, items, Penya and anything that isn't nailed down inside your inventory. View your inventory by Pressing the I Button.","Votre inventaire vous montre l'équipement de votre personnage ainsi que tout ce qu'il possède sur lui. Vous pouvez y stocker armes, armures, objets et penya. Appuyez sur I pour voir votre inventaire."
CLIENT_HELP_INC_000082,Messenger Menu,Messagerie
CLIENT_HELP_INC_000083,"You can talk to friends and guild mates as well as check their current connection status. It will be updated as you add friends and guild members. To add your friend, hold down ALT and left click the character, then select ‘add to my list’ or click the + icon located below the messenger window. Your Guild list will automatically update as players come and go. There is also a Tab to check you Mentor Pupil Status but that system is outlined later in the Help Guide.","Vous pouvez parler aux autres en utilisant le système de messagerie et vérifier s'ils sont connectés. La liste est mise à jour dès que vous ajoutez un ami ou un membre de votre guilde. Pour ajouter un ami, Alt+clic gauche sur un personnage et choisissez l'option ""Ajouter un ami"". Vous pouvez également cliquer sur l'icône + situé en bas de la messagerie. La liste des membres de guilde s'actualise automatiquement. Le rôle de l'onglet ""Mentor"" est expliqué plus loin dans ce Guide."
CLIENT_HELP_INC_000084,Quest Menu,Journal des quêtes
CLIENT_HELP_INC_000085,"By pressing the Q Button, you can check the progress of your current quests and other valuable information about your quests. This Menu is divided into tabs to better help you organize your quests. If you select a quest from the list it will be added to your on screen display to help you better track your progress quickly.","En appuyant sur Q, vous pouvez consulter les informations des quête et leur progression. Cette fenêtre est divisée en onglet afin de vous aider à organiser vos quêtes. Vous pouvez sélectionner une quête afin que son suivi s'affiche sur votre écran."
CLIENT_HELP_INC_000086,Emotes Menu,Animations
CLIENT_HELP_INC_000087,This window displays emoticons and emotes that you can use to express yourself.,Cette fenêtre contient des émoticônes ainsi que des animations pour votre personnage.
CLIENT_HELP_INC_000088,You can open this Menu by pressing O. You can left click the icon to use it instantly or drag it the shortcut window and use it later.,"Vous pouvez afficher ce menu en appuyant sur ""O"". Faites un clique gauche sur l'icône pour l'utiliser immédiatement, ou déplacez le dans la fenêtre de raccourcis pour l'utiliser plus tard."
CLIENT_HELP_INC_000089,,
CLIENT_HELP_INC_000090,Party Menu,Groupe
CLIENT_HELP_INC_000091,"This window manages your party. There are basic parties and advanced parties. Basic parties are groups that you share exp and items with, while an advanced party uses various party skills. When a basic party reaches level 10 you can change it to an advanced party and use party skills.","Cette fenêtre vous permet de gérer votre Groupe. Un groupe peut être simple ou avancé. Un groupe simple ne permet que de partager l'expérience et les objets trouvés. Un groupe avancé permet d'utiliser des compétences de groupe. Pour accéder aux options de groupe avancé, un groupe doit atteindre le niveau 10."
CLIENT_HELP_INC_000092,Guild Menu,Guilde
CLIENT_HELP_INC_000093,"A Guild is a bigger community than a party and anyone level 40 or higher can create one. You have to complete the quest from NPC Helena to make a guild. The Info tab shows general information and notices, the member tab allows you to manage guild members, the title tab shows titles and allows you to pay members, and the duel tab shows info on your guild duels.","Une guilde est un une communauté plus vaste qu'un simple groupe. À partir du niveau 40, il est possible d'en créer une en terminant la quête du PNJ Helena . La fenêtre est organisée en plusieurs onglets. L'onglet Infos contient des informations générales sur la guilde et le message de guilde. L'onglet Membres permet de voir et gérer les membres de la guildes. L'onglet Titre permet d'accorder des privilèges à certains membres. Enfin, l'onglet Duel vous indique le statut de votre guilde suite aux affrontements avec d'autres guildes."
CLIENT_HELP_INC_000094,Options Tab,Options
CLIENT_HELP_INC_000095,This window configures the basic details and options for the Game and can be found in the Start Tab. There are many settings here and they have been separated into two Tabs: Video and Game / Audio.,"Cette fenêtre, accessible depuis le menu de jeu, permet de configurer les options de jeu. Elle est constituée de deux onglets : Préférences & Audio et Affichage."
CLIENT_HELP_INC_000096,Video,Affichage
CLIENT_HELP_INC_000097,This window is for video settings. If you set the options to their highest settings you may encounter some additional lag. You will also see other settings for various visual elements.,"Cet onglet vous permet de régler divers paramètres d'affichage et effets visuels. Attention, augmenter les valeurs de ces paramètres peut ralentir le jeu."
CLIENT_HELP_INC_000098,Game / Audio,Préférences & Audio
CLIENT_HELP_INC_000099,"From this tab you can allow or block Trades, Whispers, Friend Requests, Duel Requests, Party Requests, along with numerous other options. You can also control the audio levels and Battle Music.","Éditez vos préférences concernant les requêtes extérieures (Échanges, demandes d'ami, messages privés, duels, inspection d'équipement, l'attaque automatique) ainsi que les options audio et la musique de combat."
CLIENT_HELP_INC_000100,Helper Tab,Onglet d'aide
CLIENT_HELP_INC_000101,Selecting the Help Tab from the Start Menu will open various help texts. You can find all forms of helpful things in this area.,"L'onglet d'aide, qui peut être sélectionne depuis le menu de jeu, contient divers textes d'aide. Vous pouvez y trouver une multitude de choses utiles."
CLIENT_HELP_INC_000102,Help,Aide
CLIENT_HELP_INC_000103,This selection includes the Helper Tree you are currently looking at. There are numerous topics here that are described in detail to help give you a better understanding of the game.,Cette fenêtre contient entre autres le menu que vous être actuellement en train de lire. Elle contient des informations en détails sur de nombreux sujets afin d'améliorer votre compréhension du jeu.
CLIENT_HELP_INC_000104,Tips,Astuces
CLIENT_HELP_INC_000105,This selection contains tips that help with game play and other things that are easily overlooked.,Cette fenêtre affiche des astuces et conseils pour les joueurs.
CLIENT_HELP_INC_000106,FAQ,F.A.Q.
CLIENT_HELP_INC_000107,This is the FAQ window. When you have questions you should start here as there are numerous answers to various questions.,Cette fenêtre affiche les questions et réponses les plus fréquentes. Merci de lire la F.A.Q. avant de poser toute question à un responsable de communauté.
CLIENT_HELP_INC_000108,Information Tab,Annonce
CLIENT_HELP_INC_000109,This tab will give you access to the In-Game notice. Various information and major news will be listed here from time to time. This notice is also displayed by default when the game launches.,Cette fenêtre donne les informations sur les derniers événements ou mises à jour. Consultez la pour vous tenir informé des nouveautés. Elle s'ouvre également au lancer du jeu.
CLIENT_HELP_INC_000110,Revive Menu,Résurrection
CLIENT_HELP_INC_000111,"This window opens when your HP reaches 0. There are three options, 'Lodestar' which allows you to revive from the nearest town. If you have a 'Scroll of Resurrection' you can revive from the spot with the 'Original Place' option. You can also visit the Cash item shop through this menu.","Cette fenêtre s'ouvre quand vos PV tombent à 0. Elle offre trois options. ""Puits de vie"" vous permet de revivre dans la ville la plus proche. Si vous possédez un Parchemin de résurrection, la seconde option vous permet de revivre sur place. Enfin vous pouvez visiter la boutique Flyff depuis cette fenêtre."
CLIENT_HELP_INC_000112,Trade Menu,Échange
CLIENT_HELP_INC_000113,"If you either initiate a Trade or Accept another players Trade Request, you will be presented with this menu. From here you can trade Penya and other various items. The trade will have to be confirmed before it is completed.",Cette fenêtre permet d'échanger des objets et des penya. Une validation mutuelle est nécessaire pour finaliser l'échange.
CLIENT_HELP_INC_000114,Bank Menu,Banque
CLIENT_HELP_INC_000115,This Menu will allow you to store various items and Penya without taking up space in your inventory. You can access your bank from the [Public Office] NPC in each major city.,Cette fenêtre permet d'entreposer et de reprendre des objets et penya afin qu'ils ne prennent pas de place dans votre inventaire. Vous pouvez accéder à la banque grâce aux PNJs [Office Public] de chaque ville.
CLIENT_HELP_INC_000116,Task Bar,Barres de raccourcis
CLIENT_HELP_INC_000117,"This section refers to the bar that runs along the bottom of your screen. It houses your Start Menu, System Slots, and Quick Action Slots.","Cette barre située au bas de l'interface vous permet de facilement utiliser diverses fonctions, objets et compétences. Elle contient également le menu de jeu."
CLIENT_HELP_INC_000118,Start Menu,Menu
CLIENT_HELP_INC_000119,This Menu allows the user to access all of the game options and various game play functions. Many of the Hot Keyed Menus can be accessed through the Start Menu.,Le Menu ouvre l'accès à toutes les principales fonctionnalités et options du jeu. La plupart des fenêtres auxquelles vous pouvez accéder en utilisant des raccourcis clavier sont également visibles dans le Menu.
CLIENT_HELP_INC_000120,System Slots,Barre de menu
CLIENT_HELP_INC_000121,"This refers to the slots to the right of the Start Menu. These slots are used so that users can quickly access skills, save text strings, or other various tasks they want to repeat.","Cette barre située à droite du Menu permet de placer des raccourcis pour les objets, animations, compétences, messages et fenêtres fréquemment utilisés."
CLIENT_HELP_INC_000122,Hot Keys,Barre de raccourcis
CLIENT_HELP_INC_000123,This refers to the nine slots in the middle of the bottom bar labeled F1-F9. These slots are linked to the corresponding Function keys and can be triggered accordingly. Reserve these for your most important funtions!,"Cette barre fait référence aux neufs emplacements situés au centre de l'interface et étiquetés F1 à F9. Ils permettent de placer des raccourcis pour les objets, animations, compétences, messages et fenêtres fréquemment utilisés."
CLIENT_HELP_INC_000124,Action Slot,Barre de combo
CLIENT_HELP_INC_000125,The Action Slot is located in the lower right corner of the screen.,Vous pouvez enchaîner vos compétences en les déplaçant judicieusement dans la barre en bas à droite de l'interface.
CLIENT_HELP_INC_000126,What is the Action Slot,Créer un combo
CLIENT_HELP_INC_000127,The Action Slot allows you to trigger a pre-determined set of skills. You can place skills in the Action Slot from the Skills Menu.,"Pour créer un combo, faites glisser vos compétences depuis votre menu de compétences vers la barre."
CLIENT_HELP_INC_000128,Using the Action Slot,Utiliser un combo
CLIENT_HELP_INC_000129,"To actually use the Action Slot you will need to select a target and press ""C"". This can be done repeatedly.","Pour utiliser les combos placés dans cette barre, ciblez un ennemi et appuyez sur la touche C. Vous pouvez enchaîner les combos à répétition."
CLIENT_HELP_INC_000130,Order of the Action Slot,Enchaînement de combos
