Key,English,French
PROPQUEST_SCENARIO_INC_000331,"I do not want to force you, but never forget that you are in danger.","Je ne veux pas te forcer, je comprends que tu aies peur du danger…"
PROPQUEST_SCENARIO_INC_000332,This... This is... Bubble protect us. Martinyc has finally crossed the line. It is about time.,(vraiment surpris) C'est... La... Par Rhisis ! Martinyc est donc parvenue à prouver sa théorie ! C'est... incroyable ! (fermant les yeux et réfléchissant)
PROPQUEST_SCENARIO_INC_000333,Thank you very much. Take this letter of recommendation and visit Hachal in Darkon 1.,"Merci infiniment pour tout. Voici une lettre expliquant les faits, j'aimerais que tu ailles à Darkon 1 et que tu la remettes à Hachal."
PROPQUEST_SCENARIO_INC_000334,I am sure he can help you. Take care!,"Tu devrais le trouver à l'Usine des Erons de Darkon, et je suis persuadé qu'il pourra t'aider pour la suite. Prend bien soin de toi !"
PROPQUEST_SCENARIO_INC_000335,Do you want to know about the true history of Madrigal? Then I am the man to talk to.,Tu souhaites connaître l'histoire de Madrigal ? Tu t'es adressé à la bonne personne. Ha ha ha !
PROPQUEST_SCENARIO_INC_000336,"Deliver this to Gothante, he is the Chairman of the History Society in Saint City.","Remettre la Preuve de la division continentale à Gothante, le Président de la Société d'Histoire, au nord de Saincity."
PROPQUEST_SCENARIO_INC_000338,Chapter 1 The Field of Bubble,Plaine de Bubble
PROPQUEST_SCENARIO_INC_000339,Hmm? Did Gothante tell you to visit me? Why?,"Hmm ? Gothante t'a dit de venir me voir, pourquoi ? (remettant la lettre) Que contient donc cette lettre ?"
PROPQUEST_SCENARIO_INC_000340,"Oh, I see. Iblis watch over me, what is this information!? Who could have dug up this much of the past? Only one person?","Hmm ? Gothante t'a dit de venir me voir, pourquoi ? (remettant la lettre) Que contient donc cette lettre ?"
PROPQUEST_SCENARIO_INC_000341,Martinyc of course. She has finally done what we all knew she would. She does not fear death like she should. The young are too fearless these days.,Oh... Martinyc a obtenu des preuves de son invraisemblable théorie ! C'est vraiment une historienne de grand talent…
PROPQUEST_SCENARIO_INC_000342,Aw well we all knew that the true history of Madrigal would be discovered eventually. And we all knew that Martinyc would be the one to uncover it.,Quelle affaire ! Nous allons peut-être enfin réussir à percer tous les mystères de l'histoire de Madrigal ! C'est passionnant !
PROPQUEST_SCENARIO_INC_000343,By the way... Are you going to continue with this?,"Es-tu d'accord pour nous apporter ton aide, s'il te plaît ?"
PROPQUEST_SCENARIO_INC_000344,Good. We will go to the Field of Bubble. There is more evidence to be found there. Hurry.,"Parfait ! A la lumière de ces faits, je pense que l'on pourrait trouver de nouveaux éléments dans la Plaine de Bubble. Je pars là-bas de ce pas, rejoins moi."
PROPQUEST_SCENARIO_INC_000345,"What? No, you cannot stop now. You have come so far.",Quoi ? Tu ne peux pas abandonner maintenant... S'il te plaît réfléchis-y encore.
PROPQUEST_SCENARIO_INC_000346,Ahhh you are here finally. Give me the data and letter of recommendation.,"Je t'attendais avec impatience ! Bien, tout d'abord remet-moi la Preuve de la division continentale ainsi que la Lettre de Gothante s'il te plaît."
PROPQUEST_SCENARIO_INC_000347,This place is very strange... Hmm... Field of Bubble... What do you think about it?,Cet endroit est vraiment étrange... Hmm... La Plaine de Bubble…
PROPQUEST_SCENARIO_INC_000348,"You know the Field of Bubble, right? I think we can find some evidence there. Lets go! Hurry up!",Retrouver Hachal à la Plaine de Bubble pour poursuivre l'enquête sur l'histoire de Madrigal.
PROPQUEST_SCENARIO_INC_000350,Chapter 1: Field of Bubble: The Strange Pattern,Motif mystérieux
PROPQUEST_SCENARIO_INC_000351,Before you showed up I took a look around and found something strange to the North. The ground was dug up and...,"Avant que tu ne viennes, je me promenais aux alentours et j'ai découvert quelque chose d'étrange au nord de plaine. Le sol a été creusé et.."
PROPQUEST_SCENARIO_INC_000352,...it looked like some kind of pattern. I could get a close look at it because it was surrounded .,(montrant du doigt) tu vois ces étranges cristaux à l'horizon ? Ils flottent au dessus d'un motif bien mystérieux. Malheureusement je n'ai pas eu le temps de l'étudier dans le détail car…
PROPQUEST_SCENARIO_INC_000353,Strange fellows were hanging around there. I think they were defending something. There was no way I could have fought them off.,"… de nombreux monstres rôdent autour, comme s'ils protégeaient quelque chose… Tu sais je suis érudit mais mes talents de combattant sont bien faibles…"
PROPQUEST_SCENARIO_INC_000354,Would you check? I am sure they are no match for you.,Cependant cela ne devrait pas t'impressionner ! Es-tu prêt à m'aider encore une fois ?
PROPQUEST_SCENARIO_INC_000355,Great! I am sure that there is something to that pattern. Check it closely and bring me what you find.,Merci beaucoup ! Alors dirige-toi vers le nord jusqu'à trouver ce motif. Etudie-le avec attention et reviens vite me faire part de ta découverte.
PROPQUEST_SCENARIO_INC_000356,Are you really ready to give up? I cannot force you but think about the future.,Tu veux vraiment abandonner ? Moi qui te pensais si courageux… Bien... Je ne peux pas te forcer...
PROPQUEST_SCENARIO_INC_000357,Oh! This! The legend is... Martinyc was right! Oh... What should we do now... Iblis watch over me!,Oh… Ceci est effectivement bien étrange… Je crois que nous ne sommes pas au bout de notre aventure !
PROPQUEST_SCENARIO_INC_000358,Were those fellows too strong for you? Bring more people with you and continue checking. I am not strong enough to help you with them.,"Ces monstres ? Oui, ils semblent coriaces... Peut-être ferait tu mieux de former un groupe avant de t'y rendre ?"
PROPQUEST_SCENARIO_INC_000359,I am sure we can find out something by checking the pattern. Please check it carefully and bring me whatever you get.,Etudier le motif mystérieux au nord de la Plaine de Bubble puis retourner informer Hachal de toute découverte.
PROPQUEST_SCENARIO_INC_000361,Chapter 1: Field of Bubble: The Violet Magician Troupe,Troupe des Mages Pourpres
PROPQUEST_SCENARIO_INC_000362,Hmm... I checked the cloth piece you brought me. It seems like the pattern on the cloth piece is the same as the one I saw on the ground.,Hmm... Il semble que ce morceau de tissu porte le même motif que celui que j'ai vu sur le sol. 
PROPQUEST_SCENARIO_INC_000363,"However, there is a mystrious power in this cloth piece. I will check it out some more. By the way, have you ever heard of the Magic Troupe in Purple? I found out about them by chance.",Ce tissu semble contenir un mystérieux pouvoir… Peut-être que... (réfléchissant) As-tu déjà entendu parler de la Troupe des Mages Pourpres ?
PROPQUEST_SCENARIO_INC_000364,"I do not know the details, but I know that this group has something to do with the secrets of Madrigal.","Je ne détiens que très peu d'informations sur eux... mais étant donné qu'ils défendaient ce motif, il doit forcément y avoir un lien."
PROPQUEST_SCENARIO_INC_000365,I think we need more information about this Troupe. How about helping me once more? Would you do that for me?,Il faut que j'obtienne plus d'informations ! Je peux toujours compter sur toi ?
PROPQUEST_SCENARIO_INC_000366,Great! Please gather information about the Troupe and its members. You will have to fight them to get any information out of them.,"Bien ! Essaie d'obtenir des informations sur cette troupe, je pense que la seule solution pour cela est de les combattre... Pour ma part je dois retourner à Darkon, rejoins moi ensuite !"
PROPQUEST_SCENARIO_INC_000367,You are afraid of them? I can hardly believe that. Ha ha ha.,Quoi tu aurais peur d'eux ? Je te pensais vraiment plus courageux…
PROPQUEST_SCENARIO_INC_000368,Hmm... That was exactly what I thought... Now go back and take a rest. But please visit me again later. Thank you very much.,"Hmm... C'est exactement ce que je pensais, les Mages Pourpres sont bien impliqués là-dedans... Merci beaucoup pour ces informations !"
PROPQUEST_SCENARIO_INC_000369,Was it too much for you? Ah...but we need information about them.,C'est au-delà de tes capacités ? Mais nous ne pourrons pas progresser si nous n'en apprenons pas plus à leur sujet...
PROPQUEST_SCENARIO_INC_000370,Fight them to get information from them. I will meet you in Darken.,"Combattre la Troupe des Mages Pourpres, en tuant 10 Mages et un Archimage, puis retourner voir Hachal à Darken."
PROPQUEST_SCENARIO_INC_000372,Chapter 2 Hill of Shade,Image mystérieuse
PROPQUEST_SCENARIO_INC_000373,Hey! Great timing! I have just found out about something very interesting.,"Pendant que tu combattais ces affreux monstres, j'ai découvert quelque chose de très intéressant. C'est…"
PROPQUEST_SCENARIO_INC_000374,"Do you know what this is? Well, I am sure you do not but I will tell you.","(prenant quelque chose derrière lui) Regarde ! Tu te souviens du mystérieux morceau de tissu que tu m'as apporté, non ?"
PROPQUEST_SCENARIO_INC_000375,This is an entire picture of the pattern we found. I found it in one of my books but it was the only picture I could find.,"Et bien c'est une image complète du motif qu'il y avait sur le morceau de tissu. Je l'ai trouvée dans d'anciens documents que j'avais, mais c'est la seule chose que j'ai découverte..."
PROPQUEST_SCENARIO_INC_000376,I need your help once again. Would you do ma a favor?,J'ai besoin de plus d'informations... Tu as toujours envie de percer ce mystère n'est-ce pas ?
PROPQUEST_SCENARIO_INC_000377,Take this picture. Please deliver it to Rovanett in the National Library in Saint City. You can find her at Saint Hall.,"Très bien ! Prend cette image et apporte-la à Rovanett qui travaille au Bureau des documents anciens de Saincity, près du Saint Hall."
PROPQUEST_SCENARIO_INC_000378,Hey we are in this together. We are all in the same boat. You would do better to help me You know that.,On est dans le même bateau désormais ! Tu ne peux plus reculer…
PROPQUEST_SCENARIO_INC_000379,Hmm... Is this what Hachal said? Good job. Thank you very much. Let me check.,Hmm… Hachal t'as demandé de me remettre cela ? Très bien laisse-moi vérifier cette image s'il te plaît.
PROPQUEST_SCENARIO_INC_000380,History is always more interesting than current events but this is especially mysterious.,"Les anciennes archives sont toujours très mystérieuses, mais l'histoire de Madrigal est assurément le plus grand des mystères !"
PROPQUEST_SCENARIO_INC_000381,Here. Take this picture. Please deliver it to Rovanett who is working in the National Library in Saint City. You can find her in Saint Hall.,"Apporter l'Image mystérieuse à Rovanett, au Bureau des documents anciens de Saincity, près du Saint Hall."
PROPQUEST_SCENARIO_INC_000383,Chapter 2 Hill of Shade: The Great Troupe Leader.,Colline de Shade
PROPQUEST_SCENARIO_INC_000384,Oh your story about the pattern reminds me of something I read in one of the ancient texts.,Oh ! Cette image me rappelle quelque chose que j'ai lu dans d'anciens documents que j'ai étudiés.
PROPQUEST_SCENARIO_INC_000385,Do you know the Hill of Shade? I found it in one of my books but have only dared to venture there once.,"Connais-tu la Colline de Shade ? Tout comme la Plaine de Bubble, cet endroit est entouré de mystère…"
PROPQUEST_SCENARIO_INC_000386,There is a pattern similar to the one that you saw in the Field of Bubble. Or maybe it was exactly the same. If those two patterns are the same...,Hors je me rappelle avoir lu qu'un mystérieux motif y était inscrit sur le sol… S'il est identique avec celui de la plaine de Bubble…
PROPQUEST_SCENARIO_INC_000387,...maybe you can also find a cloth piece over there. Would you please go and check?,"Il faut absolument aller vérifier, pourrais-tu faire cela pour moi s'il te plaît ?"
PROPQUEST_SCENARIO_INC_000388,Thank you. Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,"Merci. Pars à la Colline de Shade, et essaie de trouver un lieu similaire à celui de la Plaine de Bubble. S'il existe, il devrait bien y avoir un indice là-bas !"
PROPQUEST_SCENARIO_INC_000389,I understand but if you ever get the chance would you please check?,Comment ?! Tu ne peux pas renoncer à une telle aventure ?
PROPQUEST_SCENARIO_INC_000390,"Iblis above, you look terrible. I appreciate your hard work. You did exceptional work. Let me compare the two cloth pieces.",C'est incroyable ! Il existe donc bien un lieu similaire à la Colline de Shade. Laisse-moi étudier ce que tu m'as ramené...
PROPQUEST_SCENARIO_INC_000391,Maybe the monster I mentioned earlier was too much for you to handle? You can try again if you wish or not up to you.,"S'il existe, l'endroit risque d'être très dangereux. Peut-être devrais-tu t'allier à d'autres aventuriers ?"
PROPQUEST_SCENARIO_INC_000392,Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,Aller à la Colline de Shade et trouver u lieu similaire à celui de la Plaine de Bubble. Ramener ensuite tout indice à Rovanett à Saincity.
PROPQUEST_SCENARIO_INC_000394,Chapter 2 Hill of Shade: History of Hardship,Livre des origines
PROPQUEST_SCENARIO_INC_000395,I finished checking the data that Hachal provided. Please deliver this to Hachal.,Ce que tu as trouvé à la Colline de Shade est vraiment intéressant. J'ai détaillé tout ce que j'avais pu trouver dans ce livre.
PROPQUEST_SCENARIO_INC_000396,I hope you will continue to be as lucky as you have been.,"S'il te plaît, apporte vite le fruit de mes découvertes à Hachal à Darkon 1."
PROPQUEST_SCENARIO_INC_000397,If not you then who? No one can take this job!,Tu ne veux vraiment pas faire cela pour moi ?
PROPQUEST_SCENARIO_INC_000398,Hmm... History of Hardship. So did he give this to you? Excellent. If he says this will be useful then I am sure it will.,Oh… Rovanett a vraiment réalisé un travail incroyable en écrivant ce livre !
PROPQUEST_SCENARIO_INC_000399,See you later. Take care.,Nous approchons du but ! Bientôt la véritable histoire de Madrigal sera enfin connue de tous.
PROPQUEST_SCENARIO_INC_000400,Did Rovanett say anything? That makes no sense. Please visit her again. She must have something to say to you.,"Rovanett ne t'a donc rien dit ? Retourne la voir s'il te plaît, elle est la seule à pouvoir nous aider désormais."
PROPQUEST_SCENARIO_INC_000401,I finished checking the data which Hachal requested. Please deliver this to Hachal.,Apporter le Livre des origines à Hachal à Darkon 1.
PROPQUEST_SCENARIO_INC_000403,Chapter 3 Purple Magician,Mages Pourpres
PROPQUEST_SCENARIO_INC_000404,Hey. It seems like the altar and Magic Troupe have something to do with...,"(d'un air sombre) Comme je le pensais, le livre de Rovanett confirme que la Troupe des Mages Pourpres et ces étranges motifs sont bel et bien liés…"
PROPQUEST_SCENARIO_INC_000405,...the Purple Magician in this book. History of Hardship. Only it says that the Black Magician and the Magician in Purple are the same person. The same person that fought alongside the heroes in the Hero Wars. That does not make sense.,"Cependant.. (hésitant pendant une minute) il indique que le Magicien Pourpre, leader des Mages Pourpres, a affronté les Héros de Madrigal pendant la Grande Guerre !?"
PROPQUEST_SCENARIO_INC_000406,"It is something really unbelievable, but it is also something we should believe.","C'est vraiment surprenant, mais cela ne semble faire aucun doute désormais…"
PROPQUEST_SCENARIO_INC_000407,I think this is the best I can do for now but I will never stop looking for the truth.,Quelle suprise ! Mais je ne m'arrêterais pas avant d'avoir découvert toute la vérité.
PROPQUEST_SCENARIO_INC_000408,You! I want you to show this to someone. Can you do that right now?,Tu souhaites également découvrir le fin mot de cette histoire n'est-ce pas ?
PROPQUEST_SCENARIO_INC_000409,Yes! Please deliver this to Gothante in Saint City. He is he head of the History Society.,"Je savais que je pouvais compter sur toi ! Bon, il faut rapporter toutes ces informations à Gothante au plus vite."
PROPQUEST_SCENARIO_INC_000410,I understand that you have other things to do. But this is very important. Come back soon.,Je ne vois pas ce que tu pourrais avoir à faire de plus urgent que cela…
PROPQUEST_SCENARIO_INC_000411,Hey! Long time no see! Did you meet Hachal? What is this?,"Content de te revoir ! (recevant la thèse) Hachal t'as donc remis quelque chose pour moi, qu'est-ce donc ?"
PROPQUEST_SCENARIO_INC_000412,Oh... Bubble protect us! Is this true? Oh... Oh... This is too big to deal with alone.,(lisant la thèse de Hachal) Oh... Par Rhisis ! C'est… C'est… C'est tout bonnement incroyable !!
PROPQUEST_SCENARIO_INC_000413,"I am really glad to see you again, but did Hachal tell you to meet me? For what?","Je suis vraiment content de te revoir, mais as-tu bien terminé les missions que Hachal a dû te confier ?"
PROPQUEST_SCENARIO_INC_000414,Please deliver this to Gothante in Saint City.,"Apporter la Thèse de Hachal à Gothante, au nord de Saincity."
PROPQUEST_SCENARIO_INC_000416,Chapter 3 Purple Magician: The Secret of the Altar,Secret de l'Autel
PROPQUEST_SCENARIO_INC_000417,Hmm... I have some good theories but we are going to need more information about the altar and the Magic Troupe.,Hmm… Il nous faut encore collecter quelques informations sur ce mystérieux symbole et la troupe des Mages Pourpres.
PROPQUEST_SCENARIO_INC_000418,I think there is something in the altar. I have a strong feeling that we could find something there if we look closely enough.,"Mais oui… les Autels Pourpres… Tout est lié ! Il doit forcément y avoir un indice là-bas, il faut enquêter."
PROPQUEST_SCENARIO_INC_000419,Listen. This is very important. Just stick with this until the end. Would you?,C'est vraiment très important tu sais. Et je peux compter sur toi n'est-ce pas ?
PROPQUEST_SCENARIO_INC_000420,Please check the altar until you can find some evidence.,"S'il te plaît, pars enquêter aux Autels Pourpres, je suis sûr que tu vas trouver un nouvel indice pour nous guider sur le chemin de la vérité."
PROPQUEST_SCENARIO_INC_000421,"What could be more important than this? Oh fine, just go.",La vérité sur l'histoire de Madrigal devrait être ta priorité !
PROPQUEST_SCENARIO_INC_000422,Hmm... Everything is written in an ancient language. But we can translate it. Thanks.,"(observant le manuscrit) Oh merci ! Hmm... C'est écrit dans un dialecte très ancien, je ne pensais pas qu'un tel document pouvais encore exister."
PROPQUEST_SCENARIO_INC_000423,Please come back to me after the translation is over. Let me bring this book to the translator.,Mais heureusement je suis en mesure de le traduire. Accorde-moi un instant…
PROPQUEST_SCENARIO_INC_000424,"You can check all of the 3 altars, bring any evidence you find at any of them.","Il faut que tu inspectes les trois Autels Pourpres, il devrait bien y avoir un indice quelque part…"
PROPQUEST_SCENARIO_INC_000425,Please check the altar until you find out something of importance.,"Partir à la recherche d'un indice, aux Autels Pourpres de Flaris, Saint Morning et Darkon."
PROPQUEST_SCENARIO_INC_000427,Chapter 3 Purple Magician: A Mysterious Bead.,Parchemins magiques
PROPQUEST_SCENARIO_INC_000428,I have finished translating the book. The Purple Magician and the Black Magician are the same person! Just as Hachal said!,J'ai fini de traduire le manuscrit. Il confirme que les trois Autels ont été érigés par le Mage Pourpre.
PROPQUEST_SCENARIO_INC_000429,It looks like the purple altar was made by the Magician in Purple for some kind of religious service.,"Apparemment ces Autels servent à vouer un culte à quelqu'un, mais…"
PROPQUEST_SCENARIO_INC_000430,It seems that they were attempting to transcend to a better existence but how?,… mais je manque d'éléments pour réellement comprendre leur signification
PROPQUEST_SCENARIO_INC_000431,"As always, I have a few good theories but I need more data. Always more data! I want answers now!","Il faudrait trouver de nouveaux indices, je sens que la vérité est juste devant nos yeux…"
PROPQUEST_SCENARIO_INC_000432,"Would you help me again? I can see the curiosity in your eyes, same as mine. Am I right?","Comme tu t'en doutes, je compte encore sur toi. Je peux te faire confiance ?"
PROPQUEST_SCENARIO_INC_000433,Very well! Then please check the Field of Bubble and the Hill of Shade more carefully. I am really sure there is something over there!,Merci d'avance ! Bon je pense qu'il faudrait 
PROPQUEST_SCENARIO_INC_000434,"Fine, return to me when you get the time.",La vérité mérite parfois des sacrifices tu sais !
PROPQUEST_SCENARIO_INC_000435,Oh... What a strong magical power this bead has... Oh... What a surprise!,(surpris) Oh ! Ces parchemins que tu as trouvés renferment un pouvoir magique si grand ! Vraiment impressionnant !
PROPQUEST_SCENARIO_INC_000436,"Good job...But something like this is completely out of my range. Let me think for a moment. Yes, I have it!",Merci encore ! Cependant je ne suis pas en mesure de manipuler de telles forces… (réfléchissant) Peut-être que…
PROPQUEST_SCENARIO_INC_000437,Please deliver this to the Great Magician Laola in Darkon 3.,"Oui ! Je ne vois que l'Archimage Laola pour accomplir cela ! Il faut que tu ailles la trouver à Anicenight, à Darkon 3."
PROPQUEST_SCENARIO_INC_000438,I have a bad feeling about this. I have never been wrong about anything. I hope I am this time.,Tu n'arrives vraiment pas à trouver de nouveaux indices ? (prend un air inquiet))
PROPQUEST_SCENARIO_INC_000439,"Please, once more, check the Field of Bubble and the Hill of Shade. I am sure that there is more to be found!",Retourner à la Plaine de Bubble et la Colline de Shade et chercher de nouveaux indices près des motifs mystérieux.
PROPQUEST_SCENARIO_INC_000441,Chapter 3 Purple Magician: The Great Magician Laola,Archimage Laola
PROPQUEST_SCENARIO_INC_000442,"Oh, you are here finally. I cannot say that your arrival is entirely a surprise. I am Laola the Great Magician *cough* *cough*.","Bienvenue à Anicenight . Je t'attendais, je suis Laola."
PROPQUEST_SCENARIO_INC_000443,"I can see in your face that you do not believe me. I guess, looking at myself, I do not look like such a Great Magician.","Oui, je sais que je ne ressemble peut-être pas à ce que tu imaginais… Je suis très âgée, mais ma magie me permet de conserver un corps d'adolescente."
PROPQUEST_SCENARIO_INC_000444,Magic always has a high cost and I used some terrible magic back then.,J'ai été la cible d'un sort terrifiant il y a longtemps… depuis je préfère vivre en ermite pour éviter de blesser les habitants de Madrigal…
PROPQUEST_SCENARIO_INC_000445,"But never mind that, show me the bead you brought, I can feel its power from here.","Enfin… Je crois que tu m'apportes quelque chose, n'est ce pas ?"
PROPQUEST_SCENARIO_INC_000446,"Yes, this is it. I have to check this first, so please come back to me in a minute.",Oh… ces manuscrits sont… accorde moi quelques instants s'il te plaît.
PROPQUEST_SCENARIO_INC_000447,"*cough* *cough* Hey, do not be too greedy. Something that powerful could corrupt you to your core. *cough* *cough*",Ha ha~ L'avidité st un vilain défaut ! Ha ha~
PROPQUEST_SCENARIO_INC_000448,"Hmmm I did not know he could make something like this, but I cannot say that I am surprised.","Oh… Donc... C'était bien lui ! Je commençais à m'en douter, mais maintenant tout est clair… Tu veux savoir de quoi il s'agit non ?"
PROPQUEST_SCENARIO_INC_000449,"It is no secret why I am called the Great Magician. Though, I have learned that being a great magician, does not make you a great person. *cough*",Tu te demandes pourquoi on m'appelle Archimage ? C'est un secret ! Ha ha ~
PROPQUEST_SCENARIO_INC_000450,"This is it. I have to check this first, so please come back to me in a minute.","Je dois m'occuper de cette perle immédiatement, reviens me voir d'ici quelques minutes s'il te plaît."
PROPQUEST_SCENARIO_INC_000452,Chapter 3 Purple Magician: Identity of the Purple Magician,Grande Guerre
PROPQUEST_SCENARIO_INC_000453,"*cough* *cough* This bead, with all of its power, was crafted by the only pupil I ever had, Lapranche. *cough*","(d'un air ennuyé) Ce manuscrit est l'oeuvre du Magicien Pourpre… pour ma part, on m'appelait la Magicienne Violette"
PROPQUEST_SCENARIO_INC_000454,She is the Black Magician. I was also the Black Magician at one point. We have often been confused for each other throughout history. *Sigh* It seems that Lapranche found out about them.,Elle est la magicienne noire. J'ai également été le magicien noir à un moment donné. Nous avons souvent été confondus l'un avec l'autre au cours de l'histoire. *Il semble que Lapranche ait découvert leur existence.
PROPQUEST_SCENARIO_INC_000455,"You believe in them now right? If you are looking to me for answers about what they were, you are wasting your time. All I know is that they created all of Madrigal and that they were once agents of Rhisis.","Et bien…ce monde, Madrigal, a en fait été créé par des êtres très puissants, les Clowns - Bubble, Shade et Ivillis. Le Magicien Pourpre avait érigé des Autels en leur honneur…"
PROPQUEST_SCENARIO_INC_000456,"Yes Lapranche found out about them and attempted to bring them back to this world with the Purple Magic, the same magic that drained me of so much.",Cependant Rhisis n'apprécia pas que les Clowns agissent et se fassent passer pour des dieux. Une guerre d'une violence inouïe éclata alors et... Madrigal... fut scindé en trois îles…
