Key,English,Traditional_Chinese
PROPQUEST_INC_000497,"Hmmm, has Pyre instructed you to see me? I see. Very well, I will continue your training. Listen up!",咦？這不是「技能序章」嗎？哈哈哈，謝謝你啊～謝謝你～一定是飛蕊幫我請你幫忙的對吧！好吧！那我給你一個禮物好了～你問我是什麼禮物喔？唉呀～你就先聽啦...
PROPQUEST_INC_000498,"Bows consume Magic Points (MP) and yo-yos consume Focus Points (FP). There are 6 special bow abilities and 7 special yo-yo abilities. I shall teach you a common Acrobat ability, Dark Illusion.",弓箭的技能是消耗MP的，溜刃是消耗FP的，所以要記住喔。弓箭有6個技能，溜刃有7個技能，公用的有3個技能，我告訴你其中一個技能好了，就是有一個技能叫做『幻影術』。
PROPQUEST_INC_000499,"This ability allows you to vanish from sight. However, keep in mind that any actions performed while under the effects of this ability aside from movement will remove the effect. Take this.",這是一個隱身的技能，如何？很讚吧！可是啊，你要攻擊東西或是使用其他技能的話，這個技能會自動消失，注意這一點喔～還有這個東西你收下吧！要保管好喔～
PROPQUEST_INC_000500,"It's interesting that you've come to see me. Did Pyre send you? If he did, you would have something for me.",ㄟ～見鬼了！有人類會來找我ㄝ～真是太神奇了！幹嘛！幹嘛？什麼？飛蕊請你來的啊？嗯...可是怎麼沒有拿東西給我啊？
PROPQUEST_INC_000501,Visit High-Dwarpet Tucani in Flaris. He can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,去浪樓江找「技能序章」之後，到萊樂安山脈找哆卡吧！他應該會告訴一些事情的。
PROPQUEST_INC_000503,An Acrobat's Duty,雜技師的任務
PROPQUEST_INC_000504,You've learned many things since your journey began.,聽完雜技師的技能之後，感覺如何啊？很感動吧！
PROPQUEST_INC_000505,Now for the next step in your training. There is a creature named Shuraiture in the north of Flarine who is causing some trouble for residents there.,現在是您培訓的下一步。布拉里斯北部有一種叫做休賴扎的怪物，它給那裡的居民帶來了一些麻煩。
PROPQUEST_INC_000506,"Shuraiture has been terrorizing some of the locals in Flaris. I want you to go there and put an end to him once and for all. Bring news of your victory to Tailer, the Acrobat Instructor in Flarine.",休賴扎一直在恐嚇布拉里斯的一些當地人。我要你去那裡一勞永逸地結束他。將你的勝利消息告訴布拉里斯的雜技訓練教官塔利爾。
PROPQUEST_INC_000507,"Good luck, you'll need it!",加油！
PROPQUEST_INC_000508,What's the matter? Chicken?,怎麼回事？害怕了嗎？
PROPQUEST_INC_000509,Shuraiture is… no more? What great news! Thank you so much! I see that you've also spoken with Tucani. Here is your reward for defeating Shuraiture.,啊，這是...還幫我抓了休賴扎...真的很感謝你啊～你通過最後一個訓練了，我給你一個禮物好了。
PROPQUEST_INC_000510,Acrobats are very versatile. We can fight at long range or in close quarters! We also have a special ability which allows us to pull an enemy target up close.,雜技師可以中、遠距離攻擊，又可以隱身。也可以把遠遠的怪偷到自己前面呢～
PROPQUEST_INC_000511,"You've done well. I sense great potential in you. Congratulations, Acrobat!",我想應該沒有其他職業這麼厲害啦～我相信你已經瞭解雜技師了，希望你不要後悔你所選擇的路。
PROPQUEST_INC_000512,Why have you come to see me? Did Tucani send you?,找我有什麼事嗎？哆卡請你來找我的啊？嗯...沒有東西要給我嗎？
PROPQUEST_INC_000513,There is a creature named Shuraiture in the north of Flarine. I want you to go there and put an end to him. Bring news of your victory to Tailer the Acrobat Instructor in Flarine.,布拉里斯北部有一種怪物，名叫休賴扎。我要你去那裡結束他。 把你勝利的消息告訴布拉里斯的雜技訓練教官塔利爾。
PROPQUEST_INC_000515,Successor of the Hero - Master,英雄的後跡-大師
PROPQUEST_INC_000516,You think you have what it takes to be a successor of the Jester Hero? We will see…,辛苦你來到這裡～可是我現在無法判斷你是否有成為操偶師的能力。
PROPQUEST_INC_000517,"Fine, I'll humor you. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.",好吧，我會逗你的。 在高瑜潭山脈的西南部殺死 $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s。 它們是一般的 $QUEST_END_KILL_NAME$，而不是嘍囉或是頭目。
PROPQUEST_INC_000518,Show me what you can do and I might consider allowing you to continue on the path of the Jester Hero.,請給我看你的能力吧！
PROPQUEST_INC_000519,That's too bad because I sense potential in you. You must not be ready for the challenges that lie ahead. Come see me again if you change your mind.,這太糟糕了，因為我感覺到你的潛力。 你一定不能為即將到來的挑戰做好準備。 如果你改變主意，再來找我。
PROPQUEST_INC_000520,"Not bad, Acrobat. Not bad at all. You may have something to offer. I'll allow your training.",不錯呦，雜技師！一點也不差。你可能有一些東西可以提供。我會允許你的訓練。
PROPQUEST_INC_000521,I doubt you have what it takes to be a Jester if you can't even slay 20 Drillers.,你沒辦法獵殺20隻回來的話，我也沒辦法幫你...
PROPQUEST_INC_000522,You are already on a different path. You cannot become a successor of the Jester Hero.,你沒資格走操偶師的路了...
PROPQUEST_INC_000523,"I'll need to see what you can do before I'll allow your training. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.",在我允許你訓練之前，我需要看看你能做什麼。 在高瑜潭山脈的西南部殺死 $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s。 它們必須是一般的 $QUEST_END_KILL_NAME$，而不是嘍囉或頭目。
PROPQUEST_INC_000525,Successor of Hero - Ring,英雄足跡-戒指
PROPQUEST_INC_000526,"Here is a Letter of Recommendation. You will need to give this to Radyon, the Jester Wise Man in Flaris.",恭喜你通過測試。拿這個『推薦書』去亡者之泉找操偶師賢者拉迪溫吧！
PROPQUEST_INC_000527,"Radyon can be found at the Fountain of Dead Person north of the River of Weeping. Before meeting with him, you need to find the ring he lost and return it to him.",不要與大賢者拉迪溫搞混了喔。你要去找的是亡者之泉的操偶師賢者拉迪溫喔！
PROPQUEST_INC_000528,"Far to the south of Saint City, lies the Fantasy Desert. It is believed that a gentleman named Ren is in possession of the ring. Slay Ren and bring the ring to Radyon.",你應該要去獵殺，聖音特南部夢幻沙漠的蓮，然後把拉迪溫的戒指找回去給他吧！
PROPQUEST_INC_000529,I hope I'm right about you. Don't let me down!,祝你一路順風！
PROPQUEST_INC_000530,I guess I was wrong about you. You're not ready to walk the path of the successor of the Jester hero. See me again when you think you're ready.,沒信心嗎？只要有信心沒有不可能的任務啦！我相信你一定可以的！
PROPQUEST_INC_000531,"Is that… the ring? My goodness, thank you so much! This ring belongs to the Jester Hero Curenen. Ren has always wanted to acquire this ring, or so the story goes.",啊！你幫我把戒指找回來了啊...呵呵～其實啊，這個戒指是英雄操偶師凱奈的戒指啦。平時蓮為了想要這個東西不擇手段...
PROPQUEST_INC_000532,"After the war ended, and Curenen passed on, Ren searched for this ring for hundreds of years. He finally discovered it a couple of years ago.",凱奈過世之後，他好像為了找這個戒指找了好幾百年，反正～謝謝你啦！
PROPQUEST_INC_000533,"Have you met Lorein? If you did, you should have something for me. Think carefully.",你有見到蘿麗安嗎？那怎麼什麼都沒帶來呢？嗯...他應該會叫你拿東西給我的啊～仔細的想一下啦！
PROPQUEST_INC_000534,"Meet with Radyon, the Jester Wise Man at the Fountain of Dead Person in Flaris. First though, slay Ren and get the ring from him. He can be found in the Fantasy Desert south of Saint City.",你去亡者之泉找拉迪溫吧！可是找他之前，你應該要先去獵殺，聖音特南部夢幻沙漠的蓮
PROPQUEST_INC_000536,Successor of Hero - Scroll,英雄繼任者 - 卷軸
PROPQUEST_INC_000537,"My sincerest gratitude once again for finding the ring. However, now I'll need you to take it to Saint City.",真的很謝謝你幫我找回戒指...對了！你可能還要去找一個人。
PROPQUEST_INC_000538,Visit the Pepoview Troupe near the town square and speak with Clackcable. Present him with the ring and he will guide you from there. He may even give you something in return.,你拿著這個戒指去聖音特找帕佩團的克拉凱步吧！他一定會跟你說很多事情！
PROPQUEST_INC_000539,"You possess great potential, young Acrobat. Keep working hard and you will realize your dream.",你很有潛力，年輕的雜技師。繼續努力，你會實現你的夢想。
PROPQUEST_INC_000540,Foolish Acrobat! Don't you realize your potential? See me again if you change your mind.,愚蠢的雜技師！ 你沒有意識到你的潛力嗎？ 如果你改變主意再來找我。
PROPQUEST_INC_000541,Thank you so much for finding the ring! We are performing the ancestral ceremony of Curenen. This ring will complete the ritual.,啊...真的很感謝你啊～這個戒指是凱奈的遺物，我們家裡祭拜著凱奈的靈骨呢...
PROPQUEST_INC_000542,"Here, you certainly deserve this. It is the Successor Scroll of the Jester Hero.",終於回來找我了啊...你一定有資格作操偶師的...我給你一個卷軸。
PROPQUEST_INC_000543,"If you spoke with Radyon, didn't he ask you to bring me something? I'm sorry, I'm very busy and we don't have much more to discuss, I'm afraid.",是拉迪溫請你過來找我的嗎？應該有東西要給我吧？
PROPQUEST_INC_000544,Bring Curenen's ring to Clackcable of the Pepoview Troupe in Saint City.,拿著戒指去聖音特找，帕佩團的克拉凱步吧！
PROPQUEST_INC_000546,Successor of Hero - Altar,英雄的繼任者 - 祭壇
PROPQUEST_INC_000547,"This scroll is the right of passage for those seeking to pursue the path of the Jester Hero. Please, take it and seek the Jester Priest in Darkon 3.",這個卷軸是證明你有資格當操偶師的，拿著這個卷軸去找操偶師的祭司吧！
PROPQUEST_INC_000548,The Jester Priest can be found in Magmient in Southern Darkon 3. Present her with the scroll and she will recognize you as a successor to the Jester Hero.,操偶師的祭司在『美格米昂』地區。把這個拿去給她吧！
PROPQUEST_INC_000549,There is one thing you must do before you can speak with the Jester Priest. The Jewels of the Heroes adorn the Altar of Jester. One of these jewels was stolen a few days ago.,你去找祭司之前有一件事情要請你先去做，最近操偶師集團的有一顆寶石被偷走了。
PROPQUEST_INC_000550,"The jewels protect the soul of the Jester Hero, but they will not work if one of them is missing. The creature, Sisif, was seen near the alter a few days ago…",如果英雄寶石中，其中一個不見的話，沒辦法發揮操偶師集團的能力。聽祭司說最近集團附近出現了叫做西西普的傢伙...
PROPQUEST_INC_000551,"It is believed that this creature has stolen the jewel. Find Sisif and return the jewel to the Jester Priest, Homeit.",祭司在懷疑是不是這個傢伙偷走英雄寶石，麻煩你去獵殺西西普看看是否他偷走的
PROPQUEST_INC_000552,"Good luck, Acrobat!",祝你一路順風喔！
PROPQUEST_INC_000553,"The jewel must be returned to the Altar of Jester. We need your help, Acrobat. Speak with me again when you are ready.",嗯...不可以在這裡放棄啦！在一點點就完成你的任務了。加油！
PROPQUEST_INC_000554,"This is the Seal of Curenen and the Jewel of the Jester Hero. Thank you for returning this most prized artifact, Acrobat.",這是凱奈的印章..英雄的寶石也在，果然是西西普偷走的。
PROPQUEST_INC_000555,Now we can protect the Soul of the Hero safely. I am in your debt.,現在我可以安心的看守英雄的靈魂了，真的很感謝你！
PROPQUEST_INC_000556,I am waiting for someone who will bring me the Jewel of the Jester Hero. Do you have it?,找我應該有其他事情才對啊？可是我看你不知道為了什麼找我ㄟ～
PROPQUEST_INC_000557,"Take the Successor Scroll of the Jester Hero, slay Sisif to retrieve the Jewel of the Jester Hero, and bring them both to the Jester Priest, Homeit.",拿著卷軸去得肯的美格米昂找操偶師的集團，在找他們之前，你應該要先去獵殺西西普得到英雄的寶石才行！
PROPQUEST_INC_000559,Successor of Hero - Guardian,英雄的繼任者 - 守護者
PROPQUEST_INC_000560,"Great job, Acrobat. For the final leg of your journey, you must confront the $QUEST_END_KILL_NAME$.",幹得好雜技師 在旅程的最後一站，您必需面對 $QUEST_END_KILL_NAME$。
PROPQUEST_INC_000561,The will of the heroes is preserved in the Room of the Guardian in Guardiane. This is where you will find the $QUEST_END_KILL_NAME$.,英雄的意志被保存在守護者的守護者房間裡。 您可以在此處找到 $QUEST_END_KILL_NAME$。
PROPQUEST_INC_000562,"The $QUEST_END_KILL_NAME$ is a soul that protects the will of the heroes. Defeat him, and obtain the $QUEST_END_ITEM_NAME$.",$QUEST_END_KILL_NAME$是守護英雄意志的靈魂。 擊敗他可獲得 $QUEST_END_ITEM_NAME$。
PROPQUEST_INC_000563,"Take this. It is a Mark of the Hero. Once you have confronted the Venel Guardian and retrieved the Venel Heart, bring both of these to the Jester Guardian, Heingard.",你得到這個心臟的話，他一定會承認你做操偶師，也就是說這是給你的最後一個考驗了
PROPQUEST_INC_000564,"I wish you luck, Acrobat.",祝你好運，雜技師。
PROPQUEST_INC_000565,This is the final test to becoming a successor of the Jester Hero. You can't give up now. Speak with me again when you are ready to continue.,這是成為操偶師英雄繼任者的最後考驗。你現在不能放棄。 當你準備好繼續時，再次與我交談。
PROPQUEST_INC_000566,"Congratulations, young Acrobat. I've heard many great things about you. You've completed the final test. You will now become a Successor of the Jester Hero!",歡迎你來到這裡～你已經通過最後一個考驗了，你現在成為真正的操偶師了！
PROPQUEST_INC_000567,"Wise Curenen! This Acrobat wishes to follow your path! Grant them your blessing and courage, Jester Hero!",操偶師的英雄凱奈啊～這裡有一位勇士要跟你的後跡，請賜給他祝福的神力吧！
PROPQUEST_INC_000568,You have not completed the tasks given to you by the Jester Priest. Return to me when you have done so.,你還沒有完成操偶師牧師交給你的任務。完成後返回給我。
PROPQUEST_INC_000569,"Defeat the Venel Guardian, and deliver the Mark of the Hero and the Venel heart to the Jester Guardian, Heingard, in Guardiane.",請你去迦勒迪安的找海音卡蘿德，找到他之前你要先去守護者之房與貝納卡度溫對戰才行。
PROPQUEST_INC_000571,Successor of Hero - Master,英雄的後跡-大師
PROPQUEST_INC_000572,You think you have what it takes to be a successor of the Ranger Hero? We will see…,辛苦你來到這裡～可是我現在無法判斷你是否有成為浪人的能力。
PROPQUEST_INC_000574,Show me what you can do and I might consider allowing you to continue on the path of the Ranger Hero.,我相信你的能力！
PROPQUEST_INC_000577,I doubt you have what it takes to be a Ranger if you can't even slay 20 Drillers.,你沒辦法獵殺20隻回來的話，我也沒辦法幫你...
PROPQUEST_INC_000578,You've already chosen a different path. I cannot guide you on the path of the Ranger. You can still cancel the other job quest in the Quest Window and come back to me.,你已經選擇了不同的路徑。我無法引導你走上浪人的道路。您仍然可以在任務窗口中取消其他任務並返回給我。
PROPQUEST_INC_000581,Successor of Hero - Letter,英雄的足跡-信
PROPQUEST_INC_000582,"Here is a Letter of Recommendation. You will need to give this to Kimel, the Ranger Wise Man in Flaris.",恭喜你通過測試。拿這個『推薦書』去亡者之泉找浪人賢者奇美吧！
PROPQUEST_INC_000583,"However, first you must retrieve the Letter of Hynan from Rubo, a creature found to be living with Syliacas, east of Darken. Locals caim Rubo has been seen with the letter.",在那之前你應該要先去獅頭魚的居住地找路寶，聽說他的信件被路寶偷走了。
PROPQUEST_INC_000584,"Once you've slain Rubo, bring the Letter of Recommendation and the Letter of Hynan to Sage Kimel at the Fountain of Dead Person in Flaris.",去獵殺路寶之後幫他把信件找回來吧！
PROPQUEST_INC_000585,"Good luck to you, Acrobat.",祝你一路順風喔！
PROPQUEST_INC_000586,I guess I was wrong about you. You're not ready to walk the path of the successor of the Ranger hero. See me again when you think you're ready.,沒信心嗎？只要有信心沒有不可能的任務啦！我相信你一定可以的！
PROPQUEST_INC_000587,"Is that… the Letter of Hynan? My goodness, this is wonderful! Thank you so much, Acrobat!",對啊！就是這個東西。哈哈，其實這是浪人的英雄海楠在過是之前，寫給父母的一封信。
PROPQUEST_INC_000588,Hynan lost this letter during the war. There were rumors that a creature named Rubo was in possession of it. Thank you for retrieving it for me.,海楠在戰爭中把這封信遺失，那之後聽說被路寶偷走了!
PROPQUEST_INC_000589,My sincerest gratitude.,真的很感謝你～
PROPQUEST_INC_000590,I'm waiting for someone to bring me a letter. There are rumors that a creature named Rubo who lives with the Syliacas east of Darken was last seen with it.,你有見到艾梨布嗎？那怎麼什麼都沒帶來呢？嗯...他應該會叫你拿東西給我的啊～仔細的想一下啦！ 
PROPQUEST_INC_000591,"You need to speak with Kimel, the Ranger Wise Man at the Fountain of Dead Person in Flaris. First, though, you must retrieve the Letter of hynan from the creature, Rubo, East of Darken.",你去亡者之泉找奇美吧！可是找他之前，你應該要先去獅頭魚的居住地附近獵殺路寶
PROPQUEST_INC_000594,Many thanks for bringing me the Letter of Hynan! I would like you to deliver it to High-Dwarpet Liekyen.,真的很謝謝你幫我找回捲軸...對了！你可能還要去找一個人。
PROPQUEST_INC_000595,High-Dwarpet Liekyen can be found near the northwestern edge of town in Darken.,你拿著這封信去得肯村莊的西北地區的入口找一個，高階杜爾沛利綺安吧！ 
PROPQUEST_INC_000598,"Hello, I am Liekyen. A former steward of the Hynan family. I now administer the keepsakes of the Hynan family. What have you got there?",啊？這不是信件嗎？哈哈～真的很感謝你啊！其實我以前是海楠的管家啦！最近我都在收藏他的遺物。
PROPQUEST_INC_000599,The Letter of Hynan?! This was the last lost keepsake of the Hynan family. How did you… no matter. The important thing is that it has been returned. I have been looking for this for a very long time.,這封信見識最後一個遺物，可是在前幾年被偷走了，終於找回來了。我給你一個禮物好了！ 
PROPQUEST_INC_000600,"Now all of the keepsakes of the Hynan family are accounted for. Here, take this. This scroll will prove that you are ready to become a successor of the Ranger Hero.",現在海南家族的所有信物都算好了。來，拿這個，此卷軸將證明您已準備好成為浪人英雄的繼任者。
PROPQUEST_INC_000601,I'm waiting for someone to deliver a letter to me. Do you have it? No? Then our business is concluded.,是奇美請你過來找我的嗎？應該有東西要給我吧？
PROPQUEST_INC_000602,Take the Letter of Hynan to High-Dwarpet Liekyen in Darken.,拿著信件去找高階杜爾沛利綺安吧！
PROPQUEST_INC_000605,"This scroll is the right of passage for those seeking to pursue the path of the Ranger Hero. Please, take it and seek the Ranger Priest in Darkon 3.",這個卷軸是證明你有資格當浪人的，拿著這個卷軸去找浪人的祭司吧！
PROPQUEST_INC_000606,"Rupin, the Ranger Priest, can be found in Aniceknight in northern Darkon 3. Present her with the scroll and she will recognize you as a successor to the Ranger Hero.",浪人的祭司在『陰森林』地區。把這個拿去給她吧！
PROPQUEST_INC_000607,There is one thing you must do before you can speak with the Ranger Priest. Pranksters in the Garden of Rhisis have stolen the 8 books of the History of Heroes.,你去找祭司之前有一件事情要請你先去做，聽說黎席斯庭院的『小丑實習生』把『英雄史記』全部偷走了。
PROPQUEST_INC_000608,"These books detail the History of the Heroes and are very sacred us. Go now, to Rhisis, and do what you must to get these books back!",這些書詳細介紹了英雄的歷史，對我們來說非常神聖。 現在就去黎席斯，盡你所能把這些書拿回來！
PROPQUEST_INC_000609,"Good luck to you, Acrobat. May the Ranger Hero guide you. Speak with Rupin, the Ranger Priest in Aniceknight, once you've recovered the sacred texts.",加油！不要死到喔～黑黑～
PROPQUEST_INC_000610,"The books must be returned. We need your help, Acrobat. Speak with me again when you are ready.",咦？你是笨蛋喔？在一點點就完成了，要在這裡放棄嗎？
PROPQUEST_INC_000611,"What've you got there, Acrobat? A Stamped Scroll, and are those… they are! I can't believe it! The 8 lost books of the History of Heroes!",這是海楠印章。而且還有8本英雄史記。不知道要如何報答你才好～真的很感謝你。
PROPQUEST_INC_000612,"How did you ever… never mind! The important thing is that we have them back! We owe you our sincerest gratitude, young Acrobat!",再一次的感謝你～
PROPQUEST_INC_000613,I'm waiting for someone who has allegedly found the 8 lost books of the History of Heroes. Is that you? No? Then we have nothing more to discuss.,我在等一個據稱找到了英雄史中丟失的 8 本書的人。 那是你嗎？ 不？ 那我們就沒什麼好討論的了。
PROPQUEST_INC_000614,"Bring the Stamped Scroll and the 8 lost History of Hero books to Rupim, the Ranger Priest in Aniceknight in Darkon 3.",拿著卷軸去得肯的陰森林找浪人的集團，在找他們之前，你應該要先去獵殺小丑實習生得到8本英雄史記才行！
PROPQUEST_INC_000620,"Take this. It is a Mark of the Hero. Once you have confronted the Venel Guardian and retrieved the Venel Heart, bring both of these to the Ranger Guardian, Kailreard.",你得到這個心臟的話，他一定會承認你做浪人，也就是說這是給你的最後一個考驗了。
