Key,English,Traditional_Chinese
PROPQUEST_SCENARIO_INC_000324,"Please bring me 5 rocks from each continent - Flaris, Darkon, and Saint Morning. Good luck!",布拉里斯、得肯、聖音特到這3個大陸的祭團，找5個岩石回來，拜託你了!
PROPQUEST_SCENARIO_INC_000325,There are ancient altars on each continent. Please bring me 5 rocks from each contient.,3個大陸裡，有古代的祭團。請幫我到各大陸的祭團，找5個岩石回來。
PROPQUEST_SCENARIO_INC_000327,Plot Begins,陰謀的開始
PROPQUEST_SCENARIO_INC_000328,"This is evidence that the continents were once one land mass. I am trusting you with this information because, well...","This is evidence that the continents were once one land mass. I am trusting you with this information because, well..."
PROPQUEST_SCENARIO_INC_000329,...we are in the same boat now. We are in danger together. Would you go through with me to the end?,...we are in the same boat now. We are in danger together. Would you go through with me to the end?
PROPQUEST_SCENARIO_INC_000330,Okay. Now please deliver this to Gothante. He is the chairman of the History Society in Saint City. Do not forget to be aware of the assasins.,好，現在到聖音特的歷史協會，找一個叫做高潭提拉的人之後，把這個交給他。在路上可能會遇到想要暗殺你的人，所以要多注意喔!!
PROPQUEST_SCENARIO_INC_000331,"I do not want to force you, but never forget that you are in danger.",你真的不想幫我的話，那也沒辦法了..但是，你要記住，你已經有危險了。
PROPQUEST_SCENARIO_INC_000332,This... This is... Bubble protect us. Martinyc has finally crossed the line. It is about time.,This... This is... Bubble protect us. Martinyc has finally crossed the line. It is about time.
PROPQUEST_SCENARIO_INC_000333,Thank you very much. Take this letter of recommendation and visit Hachal in Darkon 1.,辛苦你了!我現在寫一個推薦書給你，你拿著到得肯1，去找叫做夏格凱巴的人。
PROPQUEST_SCENARIO_INC_000334,I am sure he can help you. Take care!,那個人應該可以幫我們的!那就拜託你了..
PROPQUEST_SCENARIO_INC_000335,Do you want to know about the true history of Madrigal? Then I am the man to talk to.,想要知道歷史嗎?這樣你就找對我了..哈哈。
PROPQUEST_SCENARIO_INC_000336,"Deliver this to Gothante, he is the Chairman of the History Society in Saint City.",到聖音特的歷史協會，找一個叫做高譚提拉的人之後，把這個交給他。
PROPQUEST_SCENARIO_INC_000338,Chapter 1 The Field of Bubble,第一章 波布爾的平原波布爾的平原
PROPQUEST_SCENARIO_INC_000339,Hmm? Did Gothante tell you to visit me? Why?,嗯?高譚提拉叫你來找我的啊?他有什麼事情要交代嗎?啊..這個是..
PROPQUEST_SCENARIO_INC_000340,"Oh, I see. Iblis watch over me, what is this information!? Who could have dug up this much of the past? Only one person?",嗯，是高潭提拉的簽名沒有錯。啊..!這個是!!
PROPQUEST_SCENARIO_INC_000341,Martinyc of course. She has finally done what we all knew she would. She does not fear death like she should. The young are too fearless these days.,當然是馬特尼提特，她終於做了我們都知道她會做的事，她沒有像她應該的那樣害怕死亡，現在的年輕人太無所畏懼了。
PROPQUEST_SCENARIO_INC_000342,Aw well we all knew that the true history of Madrigal would be discovered eventually. And we all knew that Martinyc would be the one to uncover it.,好吧，我們都知道瑪德利賈的真實歷史最終會被發現。 我們都知道馬特尼提特會是揭開它的人。
PROPQUEST_SCENARIO_INC_000343,By the way... Are you going to continue with this?,好!這個就這樣吧!你還要繼續做下去嗎?
PROPQUEST_SCENARIO_INC_000344,Good. We will go to the Field of Bubble. There is more evidence to be found there. Hurry.,好吧，你知道波布爾的平原吧?我看了這些之後才想到的，你到那邊的話，或許可以找到一些線索..快去吧!
PROPQUEST_SCENARIO_INC_000345,"What? No, you cannot stop now. You have come so far.",你這個人不能在這裡放棄啦!你已經變成這件事情的關鍵人物了..再仔細的考慮一下吧。
PROPQUEST_SCENARIO_INC_000346,Ahhh you are here finally. Give me the data and letter of recommendation.,現在才到啊?可能我太早來了，先把資料跟推薦書拿來給我看一下。
PROPQUEST_SCENARIO_INC_000347,This place is very strange... Hmm... Field of Bubble... What do you think about it?,This place is very strange... Hmm... Field of Bubble... What do you think about it?
PROPQUEST_SCENARIO_INC_000348,"You know the Field of Bubble, right? I think we can find some evidence there. Lets go! Hurry up!",你知道波布爾的平原吧?我看了這些之後才想到的，你到那邊的話，或許可以找到一些線索..快去吧!
PROPQUEST_SCENARIO_INC_000350,Chapter 1: Field of Bubble: The Strange Pattern,第一章 波布爾的平原詭異的紋樣
PROPQUEST_SCENARIO_INC_000351,Before you showed up I took a look around and found something strange to the North. The ground was dug up and...,Before you showed up I took a look around and found something strange to the North. The ground was dug up and...
PROPQUEST_SCENARIO_INC_000352,...it looked like some kind of pattern. I could get a close look at it because it was surrounded .,...it looked like some kind of pattern. I could get a close look at it because it was surrounded .
PROPQUEST_SCENARIO_INC_000353,Strange fellows were hanging around there. I think they were defending something. There was no way I could have fought them off.,因為有一些很奇怪的傢伙在那邊徘徊，我又不會打架..所以沒有仔細的看到啦。
PROPQUEST_SCENARIO_INC_000354,Would you check? I am sure they are no match for you.,你要不要去試試看啊?我想如果是你的話，應該可以對付他們。
PROPQUEST_SCENARIO_INC_000355,Great! I am sure that there is something to that pattern. Check it closely and bring me what you find.,好，我覺得啊，仔細的看看那個紋樣的話，應該會看到什麼線索，仔細的觀察之後，如果有看到什麼東西的話，一定要拿過來給我啊。
PROPQUEST_SCENARIO_INC_000356,Are you really ready to give up? I cannot force you but think about the future.,真的要在這裡放棄嗎?如果你想放棄的話，我也沒辦法了..只擔心你的前途啦..哎..
PROPQUEST_SCENARIO_INC_000357,Oh! This! The legend is... Martinyc was right! Oh... What should we do now... Iblis watch over me!,Oh! This! The legend is... Martinyc was right! Oh... What should we do now... Iblis watch over me!
PROPQUEST_SCENARIO_INC_000358,Were those fellows too strong for you? Bring more people with you and continue checking. I am not strong enough to help you with them.,他們果然不是好對付的啊..連你都打不過他們，你要不要去組劇團試試啊?
PROPQUEST_SCENARIO_INC_000359,I am sure we can find out something by checking the pattern. Please check it carefully and bring me whatever you get.,仔細的看看那個紋樣的話，應該會看到什麼線索，仔細的觀察之後，如果有看到什麼東西的話，一定要拿過來。
PROPQUEST_SCENARIO_INC_000361,Chapter 1: Field of Bubble: The Violet Magician Troupe,第一章 波布爾的平原赤色的魔法團
PROPQUEST_SCENARIO_INC_000362,Hmm... I checked the cloth piece you brought me. It seems like the pattern on the cloth piece is the same as the one I saw on the ground.,Hmm... I checked the cloth piece you brought me. It seems like the pattern on the cloth piece is the same as the one I saw on the ground.
PROPQUEST_SCENARIO_INC_000363,"However, there is a mystrious power in this cloth piece. I will check it out some more. By the way, have you ever heard of the Magic Troupe in Purple? I found out about them by chance.",我發現這個布條裡面，有一種魔法的力量，再調查一下的話，應該就會知道這是什麼了。我剛剛研究的時候突然想到..有一個叫做赤色的魔法團
PROPQUEST_SCENARIO_INC_000364,"I do not know the details, but I know that this group has something to do with the secrets of Madrigal.",你有聽說過嗎?我猜他們應該跟瑪德利賈的歷史有關連性。
PROPQUEST_SCENARIO_INC_000365,I think we need more information about this Troupe. How about helping me once more? Would you do that for me?,我要查一下這個魔法團，既然你都來到這裡了，可以幫我調查一下嗎?
PROPQUEST_SCENARIO_INC_000366,Great! Please gather information about the Troupe and its members. You will have to fight them to get any information out of them.,好，你去幫我查一下他們的動機，我想你去獵殺他們，應該就會知道了。我先回到得肯，你到得肯來找我吧。
PROPQUEST_SCENARIO_INC_000367,You are afraid of them? I can hardly believe that. Ha ha ha.,覺得他們很恐怖所以沒辦法幫我啊?你真的太懦弱了吧!!這樣怎麼能夠生存在社會上呢..哎呀..
PROPQUEST_SCENARIO_INC_000368,Hmm... That was exactly what I thought... Now go back and take a rest. But please visit me again later. Thank you very much.,Hmm... That was exactly what I thought... Now go back and take a rest. But please visit me again later. Thank you very much.
PROPQUEST_SCENARIO_INC_000369,Was it too much for you? Ah...but we need information about them.,有點麻煩嗎?可是我覺得沒有一些關於他們的東西的話，我怕很難追查下去呀..
PROPQUEST_SCENARIO_INC_000370,Fight them to get information from them. I will meet you in Darken.,去幫我查一下他們的動機，我想你去獵殺他們，應該就會知道了。我先回到得肯，你到得肯來找我吧。
PROPQUEST_SCENARIO_INC_000372,Chapter 2 Hill of Shade,第二章 史瑞德丘嶺史瑞德丘嶺
PROPQUEST_SCENARIO_INC_000373,Hey! Great timing! I have just found out about something very interesting.,你來了啊..來的正好，我有了新發現，是一個很有趣的事情呢~你問我是什麼東西啊?你來看看..
PROPQUEST_SCENARIO_INC_000374,"Do you know what this is? Well, I am sure you do not but I will tell you.",就是這個..你上次拿給我的布條，還記得吧?
PROPQUEST_SCENARIO_INC_000375,This is an entire picture of the pattern we found. I found it in one of my books but it was the only picture I could find.,那個布條上的完整圖片啦..我查看古代書籍的時候發現的，可是只有圖片呢..
PROPQUEST_SCENARIO_INC_000376,I need your help once again. Would you do ma a favor?,我可能要再仔細的調查一下，當然需要你的幫忙，可以幫我吧?
PROPQUEST_SCENARIO_INC_000377,Take this picture. Please deliver it to Rovanett in the National Library in Saint City. You can find her at Saint Hall.,嗯，拿著這個圖片，到聖音特之後把這個交給在圖書館工作的魯巴迦麗，在聖音特靈源附近可以找到他。
PROPQUEST_SCENARIO_INC_000378,Hey we are in this together. We are all in the same boat. You would do better to help me You know that.,喂~幫我一下啦，反正我們都做在同一條船上了不是嗎?
PROPQUEST_SCENARIO_INC_000379,Hmm... Is this what Hachal said? Good job. Thank you very much. Let me check.,Hmm... Is this what Hachal said? Good job. Thank you very much. Let me check.
PROPQUEST_SCENARIO_INC_000380,History is always more interesting than current events but this is especially mysterious.,古代記錄比現在的歷史還要有趣，又神秘又有很多的疑惑。但是，對我來說，這個實在是太有趣了。
PROPQUEST_SCENARIO_INC_000381,Here. Take this picture. Please deliver it to Rovanett who is working in the National Library in Saint City. You can find her in Saint Hall.,拿好這個圖片，聖音特之後把這個交給在圖書館工作的魯巴迦麗，在聖音特靈源附近可以找到他。
PROPQUEST_SCENARIO_INC_000383,Chapter 2 Hill of Shade: The Great Troupe Leader.,第二章 史瑞德丘嶺大團長豋場
PROPQUEST_SCENARIO_INC_000384,Oh your story about the pattern reminds me of something I read in one of the ancient texts.,啊，聽完這個紋樣的事情之後想到了一件事情。是我在以前研究古代文書的時候發現的。
PROPQUEST_SCENARIO_INC_000385,Do you know the Hill of Shade? I found it in one of my books but have only dared to venture there once.,你知道史瑞德丘嶺嗎?突然想到，我在之前研究古代文書時，發現的一個地方，後來我去過那邊。
PROPQUEST_SCENARIO_INC_000386,There is a pattern similar to the one that you saw in the Field of Bubble. Or maybe it was exactly the same. If those two patterns are the same...,There is a pattern similar to the one that you saw in the Field of Bubble. Or maybe it was exactly the same. If those two patterns are the same...
PROPQUEST_SCENARIO_INC_000387,...maybe you can also find a cloth piece over there. Would you please go and check?,...maybe you can also find a cloth piece over there. Would you please go and check?
PROPQUEST_SCENARIO_INC_000388,Thank you. Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,謝謝你，請幫我去調查一下史瑞德丘嶺的紋樣，那邊有很多很恐怖的怪物，所以要小心喔。
PROPQUEST_SCENARIO_INC_000389,I understand but if you ever get the chance would you please check?,好，我知道了，希望以後你可以去調查看看，真的是很重要的。
PROPQUEST_SCENARIO_INC_000390,"Iblis above, you look terrible. I appreciate your hard work. You did exceptional work. Let me compare the two cloth pieces.",嗯..你的樣子怎麼搞成這樣了，辛苦你了!!我來跟之前的布條一起調查看看好了。
PROPQUEST_SCENARIO_INC_000391,Maybe the monster I mentioned earlier was too much for you to handle? You can try again if you wish or not up to you.,那麼恐怖的東西..我想你一個人應該很難對付的，我想應該要..
PROPQUEST_SCENARIO_INC_000392,Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,請幫我去調查一下史瑞德丘嶺的紋樣，那邊有很多很恐怖的怪物，所以要小心喔。
PROPQUEST_SCENARIO_INC_000394,Chapter 2 Hill of Shade: History of Hardship,第二章 史瑞德丘嶺苦難的歷史
PROPQUEST_SCENARIO_INC_000395,I finished checking the data that Hachal provided. Please deliver this to Hachal.,首先夏格凱巴要我幫他調查的，我已經調查好了。你把這個交給夏格凱巴吧。
PROPQUEST_SCENARIO_INC_000396,I hope you will continue to be as lucky as you have been.,祝你一路順風~
PROPQUEST_SCENARIO_INC_000397,If not you then who? No one can take this job!,…真的沒辦法幫我轉達給他嗎?
PROPQUEST_SCENARIO_INC_000398,Hmm... History of Hardship. So did he give this to you? Excellent. If he says this will be useful then I am sure it will.,Hmm... History of Hardship. So did he give this to you? Excellent. If he says this will be useful then I am sure it will.
PROPQUEST_SCENARIO_INC_000399,See you later. Take care.,過幾天再見吧!!
PROPQUEST_SCENARIO_INC_000400,Did Rovanett say anything? That makes no sense. Please visit her again. She must have something to say to you.,魯巴迦麗沒給你任何答案嗎?不可能啊..再去找他問問看啦，他一定有話要對你說。 
PROPQUEST_SCENARIO_INC_000401,I finished checking the data which Hachal requested. Please deliver this to Hachal.,夏格凱巴要我幫他調查的，我已經調查好了。你把這個交給夏格凱巴吧。
PROPQUEST_SCENARIO_INC_000403,Chapter 3 Purple Magician,第三章 赤色的魔法師黑暗魔法師
PROPQUEST_SCENARIO_INC_000404,Hey. It seems like the altar and Magic Troupe have something to do with...,Hey. It seems like the altar and Magic Troupe have something to do with...
PROPQUEST_SCENARIO_INC_000405,...the Purple Magician in this book. History of Hardship. Only it says that the Black Magician and the Magician in Purple are the same person. The same person that fought alongside the heroes in the Hero Wars. That does not make sense.,...the Purple Magician in this book. History of Hardship. Only it says that the Black Magician and the Magician in Purple are the same person. The same person that fought alongside the heroes in the Hero Wars. That does not make sense.
PROPQUEST_SCENARIO_INC_000406,"It is something really unbelievable, but it is also something we should believe.",解救了這世界的黑暗魔法師是同一個人啊。真是很難相信的內容啊..可是又不能不信。
PROPQUEST_SCENARIO_INC_000407,I think this is the best I can do for now but I will never stop looking for the truth.,我可以調查的地方，可能只到這裡了。但是我已經知道這個事實了，所以又不想在這裡放棄。
PROPQUEST_SCENARIO_INC_000408,You! I want you to show this to someone. Can you do that right now?,你拿著這個幫我去找一個人，現在就可以幫我去找嗎?
PROPQUEST_SCENARIO_INC_000409,Yes! Please deliver this to Gothante in Saint City. He is he head of the History Society.,對，這是我所調查的一些資料，你拿這個到聖音特去找歷史協會的會長高譚提拉。
PROPQUEST_SCENARIO_INC_000410,I understand that you have other things to do. But this is very important. Come back soon.,你有其他急事啊..好吧，你先去忙好了，忙完了就要過來喔..因為這個也是很急的事情。
PROPQUEST_SCENARIO_INC_000411,Hey! Long time no see! Did you meet Hachal? What is this?,啊，好久不見啊~跟夏格凱巴進行的事情還順利嗎?這是什麼東西啊?
PROPQUEST_SCENARIO_INC_000412,Oh... Bubble protect us! Is this true? Oh... Oh... This is too big to deal with alone.,Oh... Bubble protect us! Is this true? Oh... Oh... This is too big to deal with alone.
PROPQUEST_SCENARIO_INC_000413,"I am really glad to see you again, but did Hachal tell you to meet me? For what?",喔，又見到你了~可是，有什麼事情要找我嗎?夏格凱巴要你來找我啊?夏格凱巴發生什麼事情了嗎?
PROPQUEST_SCENARIO_INC_000414,Please deliver this to Gothante in Saint City.,這是我所調查的一些資料，你拿這個到聖音特去找歷史協會的會長高譚提拉。
PROPQUEST_SCENARIO_INC_000416,Chapter 3 Purple Magician: The Secret of the Altar,第三章 赤色的魔法師祭團的秘密
PROPQUEST_SCENARIO_INC_000417,Hmm... I have some good theories but we are going to need more information about the altar and the Magic Troupe.,Hmm... I have some good theories but we are going to need more information about the altar and the Magic Troupe.
PROPQUEST_SCENARIO_INC_000418,I think there is something in the altar. I have a strong feeling that we could find something there if we look closely enough.,我覺得祭團那邊應該會有一些線索才對，仔細的去找找的話，或許會找的到吧。
PROPQUEST_SCENARIO_INC_000419,Listen. This is very important. Just stick with this until the end. Would you?,哎唷~~你到現在都一直幫我們了啊，所以這次也幫我一下吧。
PROPQUEST_SCENARIO_INC_000420,Please check the altar until you can find some evidence.,我剛剛也說過了，請你幫我去查一下赤色的劇團。不管去哪裡都可以，只要幫我找到線索就好了。
PROPQUEST_SCENARIO_INC_000421,"What could be more important than this? Oh fine, just go.",除了這個還有其他更重要的事情嗎?真是的..除了去廁所之外，應該沒有比這個更重要的事情吧..
PROPQUEST_SCENARIO_INC_000422,Hmm... Everything is written in an ancient language. But we can translate it. Thanks.,Hmm... Everything is written in an ancient language. But we can translate it. Thanks.
PROPQUEST_SCENARIO_INC_000423,Please come back to me after the translation is over. Let me bring this book to the translator.,等我翻譯好這本書之後再來找我吧，我要去把這本書交給翻譯社了。
PROPQUEST_SCENARIO_INC_000424,"You can check all of the 3 altars, bring any evidence you find at any of them.",把3個祭團全部找一下也是可以啦，可是如果知道哪裡會有線索的話，不需要多跑到其他地方了。
PROPQUEST_SCENARIO_INC_000425,Please check the altar until you find out something of importance.,請你幫我去查一下赤色的劇團。不管去哪裡都可以，只要幫我找到線索就好了。
PROPQUEST_SCENARIO_INC_000427,Chapter 3 Purple Magician: A Mysterious Bead.,第三章 赤色的魔法師詭異的晶球
PROPQUEST_SCENARIO_INC_000428,I have finished translating the book. The Purple Magician and the Black Magician are the same person! Just as Hachal said!,嗯..我把書翻譯好了，像夏格凱巴說的一樣，赤色的魔法師果然就是黑暗魔法師。
PROPQUEST_SCENARIO_INC_000429,It looks like the purple altar was made by the Magician in Purple for some kind of religious service.,可是，我在翻譯的時候發現了一件事情。那個赤色的魔法師蓋的赤色的祭團，好像是為了祭拜某個東西而蓋的。
PROPQUEST_SCENARIO_INC_000430,It seems that they were attempting to transcend to a better existence but how?,用途是這樣的啦。我覺得馬特尼提特拿給我的這個布條上面形容著，它是一個超越能力的東西。
PROPQUEST_SCENARIO_INC_000431,"As always, I have a few good theories but I need more data. Always more data! I want answers now!",或許，那個超越能力的東西，就是祭拜對象。雖然還沒有根據事實，所以啊..
PROPQUEST_SCENARIO_INC_000432,"Would you help me again? I can see the curiosity in your eyes, same as mine. Am I right?",可以在幫我一下嗎?我看你應該也很想知道真實吧。
PROPQUEST_SCENARIO_INC_000433,Very well! Then please check the Field of Bubble and the Hill of Shade more carefully. I am really sure there is something over there!,好吧，你仔細的幫我去調查一下波布爾的平原跟史瑞德丘嶺。那邊!!一定!!會有線索。
PROPQUEST_SCENARIO_INC_000434,"Fine, return to me when you get the time.",如果沒有什麼急事的話，先幫我處裡這件事情好嗎?
PROPQUEST_SCENARIO_INC_000435,Oh... What a strong magical power this bead has... Oh... What a surprise!,Oh... What a strong magical power this bead has... Oh... What a surprise!
PROPQUEST_SCENARIO_INC_000436,"Good job...But something like this is completely out of my range. Let me think for a moment. Yes, I have it!","Good job...But something like this is completely out of my range. Let me think for a moment. Yes, I have it!"
PROPQUEST_SCENARIO_INC_000437,Please deliver this to the Great Magician Laola in Darkon 3.,拿著這個到得肯3的艾音娜特去找大魔法師拉宇吧。
PROPQUEST_SCENARIO_INC_000438,I have a bad feeling about this. I have never been wrong about anything. I hope I am this time.,很難找嗎?可是我真的覺得有啊，我的預感從來沒錯過~
PROPQUEST_SCENARIO_INC_000439,"Please, once more, check the Field of Bubble and the Hill of Shade. I am sure that there is more to be found!",仔細的幫我去調查一下波布爾的平原跟史瑞德丘嶺。那邊!!一定!!會有線索。
PROPQUEST_SCENARIO_INC_000441,Chapter 3 Purple Magician: The Great Magician Laola,第三章 赤色的魔法師 大魔法使 拉宇
PROPQUEST_SCENARIO_INC_000442,"Oh, you are here finally. I cannot say that your arrival is entirely a surprise. I am Laola the Great Magician *cough* *cough*.",喔，你終於來了啊，我等你等很久了，我就是拉宇。
PROPQUEST_SCENARIO_INC_000443,"I can see in your face that you do not believe me. I guess, looking at myself, I do not look like such a Great Magician.",你不相信啊?也對啦，我這個樣子..或許配不上大魔法師的稱號啦。
PROPQUEST_SCENARIO_INC_000444,Magic always has a high cost and I used some terrible magic back then.,我之前練魔法的時候，學到了一個很奇怪的魔法..從那時候開始，我就要用這種樣子生活到死為止，哈哈。
PROPQUEST_SCENARIO_INC_000445,"But never mind that, show me the bead you brought, I can feel its power from here.",不管怎樣，你先把你拿來的東西給我看一下，是一個晶球對吧?
PROPQUEST_SCENARIO_INC_000446,"Yes, this is it. I have to check this first, so please come back to me in a minute.",對對~果然是這個東西..你等一下再來找我好嗎?我要先觀察一下這個東西。
PROPQUEST_SCENARIO_INC_000447,"*cough* *cough* Hey, do not be too greedy. Something that powerful could corrupt you to your core. *cough* *cough*",呵呵~年輕人..你好像對其他東西有興趣喔~這樣不太好呢..
PROPQUEST_SCENARIO_INC_000448,"Hmmm I did not know he could make something like this, but I cannot say that I am surprised.",原來..原來是這樣啊..呼，真沒有想到是這傢伙..真沒想到..
PROPQUEST_SCENARIO_INC_000449,"It is no secret why I am called the Great Magician. Though, I have learned that being a great magician, does not make you a great person. *cough*",你知道我爲什麼有大魔法師的稱號嗎?哈哈..因為啊..這是秘密..呵呵..
PROPQUEST_SCENARIO_INC_000450,"This is it. I have to check this first, so please come back to me in a minute.",對對~果然是這個東西..你等一下再來找我好嗎?我要先觀察一下這個東西。
PROPQUEST_SCENARIO_INC_000452,Chapter 3 Purple Magician: Identity of the Purple Magician,第三章 赤色的魔法師  赤色的魔法師的真實
PROPQUEST_SCENARIO_INC_000453,"*cough* *cough* This bead, with all of its power, was crafted by the only pupil I ever had, Lapranche. *cough*",*咳咳* *咳咳* 這顆擁有所有力量的珠子是由我唯一的學生拉普朗什製作的。 *咳嗽*
PROPQUEST_SCENARIO_INC_000454,She is the Black Magician. I was also the Black Magician at one point. We have often been confused for each other throughout history. *Sigh* It seems that Lapranche found out about them.,那個人就是黑暗魔法師，可能已經有聽說過了..其實，我也是黑暗魔法師。拉普朗什..可能已經發現了..
PROPQUEST_SCENARIO_INC_000455,"You believe in them now right? If you are looking to me for answers about what they were, you are wasting your time. All I know is that they created all of Madrigal and that they were once agents of Rhisis.",你是想要知道關於他們的事情嗎?嗯..可是我也不是很清楚..我知道的只有他們是被黎席斯神所創作出來的。
PROPQUEST_SCENARIO_INC_000456,"Yes Lapranche found out about them and attempted to bring them back to this world with the Purple Magic, the same magic that drained me of so much.",對，拉普朗什已經知道他是赤色的魔法，所以才對這個碰手的..我變成這個樣子..也都是因為赤色的魔法而造成的..原來，所有的事情都是這樣的。
PROPQUEST_SCENARIO_INC_000457,Do me a favor would you?,年輕人，我有一個事情想拜託你。
PROPQUEST_SCENARIO_INC_000459,You are afraid. I am not surprised. The world hangs in the balance. Who would not be scared? Go on. Get out of here.,嗯..連聽都不聽就拒絕我啊..嗯..你會害怕嗎?呵呵呵。
PROPQUEST_SCENARIO_INC_000460,What a terrible... Where did they come from? Did you see them? Renegade Blades seemingly hired to kill me. It would appear that I know too much. What is that you have there?,好可怕……他們從哪裡來？ 你看到他們了嗎？ 叛逆暗殺者似乎是受僱來殺我的。 看來我知道的太多了。 你那裡有什麼？
PROPQUEST_SCENARIO_INC_000461,"Oh, this! Is this the book that Laola wrote? Amazing",哇~這是拉宇寫給我的嗎?嗯..一看就知道是一個很貴重的東西了。
PROPQUEST_SCENARIO_INC_000462,"Fine. Now we can begin the real reconstruction of the history of our world. Thank you. Oh, I may need you later on. See you then.",好了，我可以拿這些東西來專心的研究了。感謝你啦~啊，我還是會請你過來一趟的，過幾天再見囉~
PROPQUEST_SCENARIO_INC_000463,You could not find Loala? It is not like he is hiding or anything. Please try again.,見到拉宇了嗎?哎呀~艾音娜特是滿大的，但是，他應該不會躲起來啦，所以再去找一下吧!
PROPQUEST_SCENARIO_INC_000464,Please deliver this book to Gothante. This may not be enough to save the world but it should be useful. Thank you and good luck.,把這個東西拿去給高譚提拉。這是我對他們調查的一些事情，雖然不是很多的資料，可是，應該會有一點幫助啦。
PROPQUEST_SCENARIO_INC_000466,Chapter 4 Their Shadow,第四章 他們的影子 他們的影子
PROPQUEST_SCENARIO_INC_000467,"Oh, nice to see you again. I have found something based on the data you gave me. You know more than most about the Clowns at this point.",啊，你來了啊。我用你幫我找來的資料研究了一下..你知道小丑嗎?還是有聽過他的事情嗎?
PROPQUEST_SCENARIO_INC_000468,"People have been talking about them for some time now. They are known as three devils that created our continents on accident and are bent on destroying them. During the Hero War, they were said to stand against the heroes of our land.",嗯，你應該也有聽說啦，因為很多人都會提到..大概只知道他是恐嚇人類的一個惡魔吧。
