Key,English,Traditional_Chinese
TUTORIAL_PARTY_CHAT_TEXT,"About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members.","About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members."
TUTORIAL_WHISPER_CHAT_TEXT,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.
TUTORIAL_GUILD_CHAT_TEXT,Add #cffff0000/g#nc before your message to chat with your guild members only.,在訊息前新增#cffff0000/g#nc 僅與您的公會成員聊天。
TUTORIAL_SYSTEM_CHAT_TEXT,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.
TUTORIAL_FILTER_CHAT_TEXT,"To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out.",要僅查看您感興趣的訊息，只需選擇一個選項卡，[[點擊|點擊]]#bFilter#nb 按鈕，然後編輯您的首選項。其餘的將被過濾掉。
TUTORIAL_INVENTORY_TEXT,You got your #bfirst weapon#nb!\n\nLet's go through item equipment by [[pressing 'I'|touching Inventory in the bottom]].\n\n#cffff0000Clear Condition: [[Hot Key 'I'|Open inventory]],你得到了#b第一把武器#nb呢!\n\n現在藉由[[按下 'I'|點擊下方的物品欄]] 來裝備物品。\n\n#cffff0000完成條件：[[熱鍵 'I'|開啟物品欄]]
TUTORIAL_EQUIP_TEXT,[[Double click|Touch]] an item you want to equip [[or drag it to the spot you want to equip|and then touch the #bEquip#nb button]].\n\n#cffff0000Clear Condition: Equip an item,[[雙擊|點擊]] 你想要裝備的物品[[或者按住物品拖到你想裝備的位置|或者點擊#b裝備#nb]]。\n\n#cffff0000完成條件：裝備一個物品
TUTORIAL_UNEQUIP_TEXT,Now double [[click again|tap]] on the item in #bequipment view#nb to unequip it.\n\n#cffff0000Clear Condition: Unequip an item,現在再次[[點擊|點擊]]#b裝備欄#nb裡的物品來解除裝備。\n\n#cffff0000完成條件：解除一個物品
TUTORIAL_INVENTORY_TITLE,Inventory,物品欄
TUTORIAL_INVENTORY_CONTENT,"#b#cff0000ff■ At the top of the Inventory window,#nb#nc\nyou can see the items your character has equipped. At the bottom, you can see the items and Penya in your inventory. To equip an item, double-[[click|tap]] it or drag it to the appropriate slot.[[\nHotkey: I|]]",#b#cff0000ff■ 在物品欄上半部#nb#nc\n你可以看到你所裝備的物品，下半部可以看到所擁有的金幣和道具。你也可以[[雙擊|點擊兩次]] 你想裝備的物品，或者拖著物品到想裝備的欄位[[\n快捷鍵 I|]]
TUTORIAL_TASKBAR_TEXT,Well done! Let's learn about the #bQuick Slot#nb located [[on the left|in many places]] of your screen.\n\nYou can put #bitems or skills#nb into it so you can use them quickly. [[1 - 0 can be used as hotkeyes.\nYou can also use keys F1-F9 to cycle through your Quick Slot bars.|#bKeep your finger pressed#nb on an item to drag it to the Slot of your choice.]]\n\n#cffff0000Clear Condition: Drag an item to Quick Slot,很好! 接下來讓我們瞭解畫面[[多處|左側]] 上的快捷欄。\n\n你可以放上#b道具或者技能#nb讓你更快的使用。[[1 - 0 能夠被作為快捷欄使用，\n也能使用 F1-F9 作為快捷欄的循環。|#b手指按住#nb你所選擇的道具或技能，將他拖到空欄位上。]]\n\n#cffff0000完成條件：將一個物品拖到快捷欄上
TUTORIAL_TASKBAR_TITLE,Quick Slot,快捷欄
TUTORIAL_TASKBAR_CONTENT,#b#cff0000ff■ Quick Slot#nb#nc\nYou can put items or motions that you want to use quickly[[ in 1~0 slots and there are also expansion slot of F1~F9|]].,#b#cff0000ff■ 快捷欄#nb#nc\n你可以放上道具或動作讓你能夠更快的使用[[1~0 和 F1~F9都能夠被作為快捷欄使用|]].
TUTORIAL_CHARACTER_TEXT,The #bCharacter#nb window displays information about your character.\n\n[[Press 'H'|Touch Character in main menu]] to view this window.\n\n#cffff0000Clear Condition: [[Hot Key 'H'|Open Character window]],#b角色#nb視窗會顯示你角色的資訊。\n\n[[按下 'H'|點擊主選單裡的角色]] 來開啟視窗。\n\n#cffff0000完成條件：[[熱鍵 'H'|開啟角色視窗]]
TUTORIAL_CHARACTER_TITLE,Character Window,角色視窗
TUTORIAL_CHARACTER_CONTENT,#b#cff0000ff■ Character Window#nb#nc\nYou can see all information of your character. You can also increase ability stat with Stat Points.[[\nShortcut key is H.|]],#b#cff0000ff■ 角色視窗#nb#nc\n你可以看到所有的角色資訊，同時也可以使用能力點升級角色能力值。[[\n快捷鍵 H|]]
TUTORIAL_STAT_TEXT,You can also distribute #bStat Points#nb you have gained by leveling in #bDetail tab#nb.\n\nUse #bApply#nb button to confirm changes.\n\n#cffff0000Clear Condition: Distribute Stat Points,你也能夠分配在升級後所得到的#b能力點#nb。\n\n使用#b套用#nb來確認配點。\n\n#cffff0000完成條件：分配能力點
TUTORIAL_CHANGEJOB_TEXT,"Hi, there. I am #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nYou can transfer your job to #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, or #bAssist#nb when you reach level 15.\n\nYou need to complete the #bjob transfer quest#nb by talking to the #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb.","你好！我是#b#cffa0a0ffInfo Pang#nc#nb ^^\n\n等級15級時，你可轉職成為#bMercenary#nb, #bMagician#nb, #bAcrobat#nb, or #bAssist#nb\n\n要轉職就必需要執行轉職任務#bjob transfer quest#nb by talking to the #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb."
TUTORIAL_FLY_TEXT,"Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]","Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]"
TUTORIAL_GUILD_TEXT,"A #bGuild#nb is a bigger community than a Party and can be created by the #b#cffa0a0ff[Public Office] Helena#nc#nb when you reach level 40.\n\nEach tab's details are as follows:\nInfo tab provides general info about the guild and notice, \nMember tab manages Guild members.\n\n#cffff0000Clear Condition: [[Hot Key 'G'|Open Guild window]]",#b公會#nb是比劇團還要大的團體，當你達到40等時可以找#b#cffa0a0ff[城鎮服務處] 海蓮娜#nc#nb創建公會。\n\n每個選項的說明如下：\n公會情報：提供公會的資訊和注意事項。\n成員：管理公會的所有成員。\n\n#cffff0000完成條件：[[熱鍵 'G'|開啟公會視窗]]
TUTORIAL_MESSENGER_TEXT,You can use #bMessenger#nb Window to check your friends' online status and chat with them. Remember to add your #bfriends#nb to the messenger.,您可以使用#bMessenger#nb 視窗查看好友的線上狀態並與他們聊天。請記住將您的#bfriends#nb 新增到即時通訊視窗。
TUTORIAL_MESSENGER_TITLE,Messenger,即時通
TUTORIAL_MESSENGER_CONTENT,"#b#cff0000ff■ Messenger#nb#nc\nYou can check for log in status of registered players, channel and you can use chat easily. To register player [[click on|touch]] + button on the messenger window, then enter the character name that you want to register.[[\nShortcut key is E.|]]",#b#cff0000ff■ 即時通#nb#nc\n你可以查看已登錄玩家的狀態，伺服器，和他們聊天。[[點擊|點擊]] 即時通視窗中的 + 然後輸入玩家的名稱來登記玩家。[[\n快捷鍵 E|]]
TUTORIAL_TRADE_TEXT,"You can use #b1 on 1 trade#nb to exchange items and Penya. Simply [[Left click on a|tap on another]] player, and select #b'Trade'#nb from the menu.",您可以使用 #b1 on 1 trade#nb 來交換物品和 金幣。只需[[左鍵點擊|點擊另一個]] 玩家，然後從選單中選擇#b'Trade'#nb。
TUTORIAL_TRADE_TITLE,Trade,交易
TUTORIAL_TRADE_CONTENT,"#b#cff0000ff■ 1:1 Trade#nb#nc\nIt is a method of trade when you give and take items or Penya with other character. [[#cffff0000Left click#nc on other|#cffff0000Touch#nc another]] character and choose Trade menu. It will ask other character if he wants to trade.\n\n#b#cff0000ff■ Private shop#nb#nc\nYou can sell your items to other players. When you [[press|touch]] Start button, menu will show and when you choose private shop, private shop window will show. You can register name of shop and the items you want to sell then [[click|touch]] OK button to start the private shop. If NPC is placed near by you, private shop will not open.",#b#cff0000ff■ 交易#nb#nc\n這是一種交易方式，當你想要 給予/收取 其他玩家道具或金幣。[[#cffff0000左鍵點擊#nc其他|#cffff0000點擊#nc另一名]] 玩家，選擇交易選項，就會向選擇的玩家發送交易請求了。\n\n#b#cff0000ff■ 個人商店#nb#nc\n你可以販售你的物品給其他玩家。當你 [[按下|點擊]] 開始，個人商店選項將會顯示在選單中，點擊之後會出現個人商店視窗，你可以登記商店名稱和選擇你想販賣的物品，[[按下|點擊]] OK 後就會開始販賣了。記住，如果你周遭有NPC的話，個人商店是無法啟用的。
TUTORIAL_PRIVATE_SHOP_TEXT,Got items you don't need? Start a #bprivate shop#nb and sell them to other players!\n\n[[Click the Menu button and click Private Shop in the menu|Tap the Private Shop button at the top]].\n\n#cffff0000Clearing requirement: Open the Private Shop window,Got items you don't need? Start a #bprivate shop#nb and sell them to other players!\n\n[[Click the Menu button and click Private Shop in the menu|Tap the Private Shop button at the top]].\n\n#cffff0000Clearing requirement: Open the Private Shop window
TUTORIAL_CHARACTER_MENU_TEXT,"[[Left click on|Tapping on]] another player brings up a #bcontextual menu#nb.\n\nOptions include Trade, Add to messenger, Party Invite, Guild Invite, Follow, Duel, and Cheer. \n\nAttack is also available in PK channels.","[[Left click on|Tapping on]] another player brings up a #bcontextual menu#nb.\n\nOptions include Trade, Add to messenger, Party Invite, Guild Invite, Follow, Duel, and Cheer. \n\nAttack is also available in PK channels."
TUTORIAL_CHARACTER_MENU_TITLE,Character Menu,角色選單
TUTORIAL_CHARACTER_MENU_CONTENT,"#b#cff0000ff■ Character Menu#nb#nc\nWhen you [[#cffff0000Left click#nc to other|#cffff0000Touch#nc another]] character, variety of menu will show. Trade, Add to messenger, Invite to party, Follow, View equipment and Aid will be in the menu, so use it when you need it.",#b#cff0000ff■ 角色選單#nb#nc\n當你[[#cffff0000左鍵點擊#nc其他|#cffff0000點擊#nc另一名]] 玩家，選單中有各種選項：交易， 加入聯絡人，招募團員，跟隨，查看裝備和鼓勵，點擊你所需要的吧。
